id,city,district,土地面積,水田0101,旱作0102,果園0103,水產養殖0104,畜牧0105,農業相關設施0106,未細分_02森林使用,針葉林0201,闊葉林0202,竹林0203,混淆林0204,灌木林0205,其他森林利用土地0206,未細分_03交通使用,機場0301,一般鐵路及相關設施0302,高速鐵路及相關設施0303,捷運及相關設施0304,國道0305,省道0306,快速道路0307,一般道路0308,道路相關設施0309,港口0310,未細分_04水利使用,河道0401,堤防0402,溝渠0403,水庫0404,湖泊0405,蓄水池0406,水道沙州灘地0407,水利構造物0408,防汛道路0409,海面0410,未細分_05建築使用,商業0501,純住宅0502,混合使用住宅0503,製造業0504,倉儲0505,宗教0506,殯葬設施0507,其他建築用地0508,政府機關0601,學校0602,醫療保建0603,社會福利設施0604,公用設備0605,環保設施0606,未細分_07遊憩使用,文化設施0701,公園綠地0702,休閒設施0703,礦業及相關設施0801,土石及相關設施0802,鹽業及相關設施0803,未細分_09其他使用,溼地0901,草生地0902,裸露地0903,營建剩餘土石收容相關設施0904,空置地0905
224,彰化縣,芳苑鄉,9138.27,1693.16,3898.47,42.04,1568.82,429.49,61.79,0,0.8,127.58,18.29,0,0,0.09,0,0,0,0,0,0,34.17,18.13,413.35,11.56,10.25,0,72.37,71.55,244.79,0,0,45.3,9.07,0.64,22.5,2025.54,0,19.83,351.47,3.79,174.71,40.28,21.87,47.83,47.97,3.58,23.27,0.18,2.73,2.61,20.75,0,2.14,3.91,5.02,0,2.85,0,0,4.01,61.41,2614,4.43,256.86
243,雲林縣,虎尾鎮,6874.2,2359.1,1758.95,84.81,5.55,125.72,59.35,0,0.92,140.14,6.24,0,0.34,0,0,0,1.02,10.76,0,17.97,7.26,9.7,494.97,78.13,0,0,33.26,41.58,86.07,0,0,12.04,4.28,1.4,24.91,0,0,83.37,476.12,27.71,150.15,45.88,15.06,16.32,44.98,70.6,77.56,2.5,5.11,6.58,14.88,0,0.87,71.31,10.01,0,8.78,0,0,0,95.21,0,0.61,247.32
27,新北市,金山區,4921.32,54.53,729.2,30.89,1.67,1.27,6.27,0,0,2887.98,112.85,0,0,0,0,0,0,0,0,0,26.44,0,114.52,14.55,1.04,0,65.19,3.96,3.92,0,0,7.85,0.91,0.28,0,58.1,0,32.83,87.08,8.28,4.62,11.45,27.52,78.26,11.45,17.56,9.1,0.66,0.93,1.83,2.12,0,9.9,20.33,13.36,0,0.43,0,0,0,219.93,27.24,0.21,66.54
361,金門縣,金沙鎮,4119,0,1276.9,7.34,18.48,8.41,4.82,0,1.44,1889.76,0.01,0,0,0,0,0,0,0,0,0,0,0,144.67,14.05,0,0,0,4.99,55.41,52.97,0,130.06,0.28,0.15,0.61,589.33,0,6.87,76.26,1.49,0.96,11.09,7.57,3.94,25.26,66.77,17.47,0,0.83,3.13,7.94,0,25.94,32.23,3.29,0,6.46,0,0,0,39.76,703.51,0,166.25
359,金門縣,金城鎮,2171.3,0,394.36,3.69,12.88,10.83,1.18,0,0,811.36,1.56,0,0,0,0,0,0,0,0,0,0,0,91.18,11.4,69.45,0,1.99,6,15.53,0,7.02,16.58,0,0.1,0,90.81,0,16.4,85.57,7.99,7.08,16.12,5.63,1.29,19.17,38.98,17.57,0.01,2.96,9.53,6.72,0,6.22,29.42,11.22,0,0,0,0,6.43,12.42,234.76,0,166.57
326,臺東縣,金峰鄉,38066.35,0,466.87,526.07,0,0.37,1.6,0,814.01,29039.32,65.65,583.9,0.36,332.09,0.1,0,0,0,0,0,0,0,134.23,0.34,0,1892.17,73.81,8.24,3.98,0,0,1.29,5.93,0,1.14,0,11.75,6.93,16.13,0.03,0.17,0.35,0.42,0.97,0.75,0.49,2.61,0,0.35,0.3,3.2,0,0.26,1.76,3.66,0,0,0,32.72,0,1053.77,3627.32,0,3.07
360,金門縣,金湖鎮,4169.6,0,718.15,4.84,0.22,22.3,2.29,0,0,1656.94,0.18,0,2.12,0,0,80.44,0,0,0,0,0,0,160.63,27.63,8.65,0,0,6.93,28.69,66.97,0,47.42,0,0.14,0,166.25,0,18.7,74.42,5.99,13.36,18.73,4.87,7.87,25.59,315.97,35.44,3.54,4,11.5,10.96,0,6.67,83.12,6.15,0,19.38,0,0,0,18.22,385.09,0,138.01
362,金門縣,金寧鄉,2985.4,3.85,1222.86,12.38,15.9,13.95,5.68,0,0.37,1079.13,0.03,0,0,0,0,65.35,0,0,0,0,0,0,136.63,13.21,0,0,0,3.37,22.9,0,99.65,56.1,0,0,0.38,458.01,0,17.88,101.55,2.34,17.21,16.64,5.36,16.12,42.39,70.1,21.96,0,0.52,1.32,3.63,0,4.38,22.83,3.51,0,0,0,0,0,35.2,455.55,0,200.97
284,屏東縣,長治鄉,3988.61,14.72,377.8,2412.83,60.46,140.17,27.6,0,0,165.1,0.08,0,0,0.58,0,0,0,0,0,20.22,18.91,0,200.68,12.38,0,0,0,0,30.8,0,0,8.32,0,0.1,0,0,0,40.1,339.86,5.93,115.44,46.73,18.84,30.17,32.85,65.16,32.56,2.56,6.25,6.17,19.08,0,0.15,52.32,32.17,0,1.4,0,0,0,0,0,0,240.7
319,臺東縣,長濱鄉,15518.68,594.48,851,525.16,0,0,1.27,0,3.08,10925.81,36.64,524.79,24.26,209.46,3.06,0,0,0,0,0,56.61,0,151.07,0,0,204.37,0,1.89,0,0,0,10.16,0,0,0,174.91,161.12,0,0,0,0,0,0,11.65,0,0,0,0,0,0,0,0.28,0,0,0,1.6,1.6,0,0,0,414.03,135.78,0,45.23
278,嘉義縣,阿里山鄉,42784.71,0,927.76,539.92,0,0,7.76,0,4584.16,21518.18,4730.43,7357.02,8.56,1259.66,0.35,0.02,3.72,0,0,0,33.16,0,123.44,0.33,0,1294.78,36.5,0,12.22,0,0,1.2,5.36,0.02,0,0,142.33,1.63,0.76,0,0,0.02,0.07,0.42,0.1,1.76,0.56,0,0,1.78,0.03,0.36,0.51,5.99,0,0,0,0,5.99,0,2009.67,2214.4,0,3.34
143,高雄市,阿蓮區,3461.64,197.53,793.04,911.45,210.47,71.45,19.51,0,0,224.51,7.64,40.95,0,0,0,0,0,11.13,0,3.69,28.62,0,149.78,6.43,0,0,21.41,0.02,45.08,0,0,12.12,0,0.26,0,0,0,21.01,183.38,9.21,130.17,44.09,33.22,15.52,8.25,81.82,10.11,0.08,2.58,1.68,7.41,0,0.12,72.12,8.68,0,0.41,0,0,0,46.01,0.19,0.13,60.32
31,臺北市,信義區,1120.77,0,23.15,0.74,0,0,0.22,0,0,45.91,7.63,555.11,0,0,0,0,0.99,0,0,0,0,8.04,58.88,13.31,0,0,5.05,0.09,0.42,0,0,2.12,0,0.25,0,0,0,6.24,107.89,11.6,4.05,4.21,10.97,70.15,1.84,10.49,22.68,2.99,1.04,1.19,20.3,0,0.68,9.21,7.3,0,1.95,0,0,0,1.99,0,0,60.47
353,基隆市,信義區,1067.06,0,17.63,2.18,0,0,1.85,0,0,298.47,35.34,0,0,0,0,0,15.14,0,0.71,0.19,6.92,5.29,145.34,46.62,0,0,1.23,0,0.26,0,0,0.21,0,0,0,0,0,47.67,164.38,99.6,0.27,3.21,14.9,32.91,24.65,29.59,48.3,6.18,0.96,1.41,0.49,0,9.62,44.12,1.63,0,1.95,0,0,0,0,0,0,16.07
239,南投縣,信義鄉,142241.88,1.42,1494.69,2526.91,0.13,1.74,53.13,0,39621.79,61867.62,4074.36,14307.09,826.76,2013.64,0,0.19,1.34,0,0,0,70.77,0,329.56,4.98,0,1985.99,548.61,14.57,61.38,0,0.01,5.96,695.97,0.12,5.48,0,120.36,22.09,84.52,1.1,3.46,9.66,4.46,7.99,2.47,3.27,11.22,0.04,1.52,1.09,0.55,0.62,0.26,7.09,5.82,0.38,2.5,0,332.64,0,3377.23,7813.75,0,46.2
127,高雄市,前金區,185.73,0,0.09,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.41,0,5.54,0,50.13,15.93,0,0,5.81,0,0.53,0,0,0,0,0.07,0,0,0,14.58,30.56,23.92,0.04,0.71,1.7,0,3.2,6.03,14.73,1.42,0.34,0.53,0.07,0,0.35,15.06,2.47,0,0,0,0,0,0,0,0,2.18
129,高雄市,前鎮區,1912.07,0,4.47,3.24,0,0.01,9.73,0,0,1.02,0.01,0,0,0,0,33.29,7.49,0,19.17,12.09,21.77,0,287.77,71.62,204.34,0,13.44,1.29,4.67,0,0,0.05,0,0.05,0,284.86,0,105.83,209.18,108.97,147.08,138.8,8.33,0,15.94,72.8,67.48,1.23,2.29,25.23,3.02,0,2.35,86.93,10.39,0,0,0,0,0,0,0,0,134.9
108,臺南市,南化區,17151.98,0.73,327.26,3322.05,1.44,4.97,16.36,0,1.32,5251.9,1815.55,3549.47,0.37,306.21,0,0,0,0,0,0,39.98,0,190.35,3.26,0,507.11,94.36,0.99,25.11,311.98,0,68.2,13.78,0.05,0,0,68.11,9.37,76.54,0.8,0.83,11.85,21.84,23.14,2.34,0.7,5.97,0.01,0.5,32.49,0.3,13.11,2.3,6.84,0.14,0,0,0,0,0,291.41,657.48,0,59.05
61,臺中市,南屯區,3125.78,182.29,259.06,49.26,0.17,2.29,2.14,0,0,350.44,3.18,1.46,0,0,0,0,0,5.68,4.75,17.47,0,18.24,384.73,95.8,0,0,35.8,2.61,37.05,0,0,2.65,2.96,0.02,3.1,0,0,137.78,261.91,108.57,202.02,45.47,11.23,30.64,56.79,82.09,68.22,1.87,3.06,8.83,23.66,0,0.34,70.17,13.73,0,13.12,0,0,0,22.53,0,1.71,420.62
298,屏東縣,南州鄉,1897,317.77,224.47,831.48,23.38,8.92,12.25,0,0,47.29,0,0,0.97,0,0,0,8.41,0,0,14.31,3.91,0,81.51,7.29,0,0,13.55,0.02,14.16,0,0,0.97,0,0.04,0,0,0,11.67,81.55,1.61,28.84,11.47,5.9,14.13,11.14,0.53,20.79,0.04,1.27,2.52,4.9,0,0.15,18.5,0.23,0,0.43,0,0,1.58,0.05,0,0.38,51.09
194,苗栗縣,南庄鄉,16549.38,101.81,500.29,212.88,0.05,1.48,7.28,0,2595.49,7302.1,1022.27,2983.29,5.66,166.19,0.32,0,0,0,0,0,1.81,0,181.01,5.08,0,181.83,66.21,12.84,3.49,0,0,11.04,35.14,1.42,1.42,0,79.6,45.24,78.52,1.17,4.08,3.34,5.68,5.63,3.9,1.04,6.02,0.05,0.85,1.89,0.07,9.65,0.22,1.83,2.37,4.8,12.16,0,0,0,312.32,137.86,0,83.94
228,南投縣,南投市,7160.21,270.11,785.29,2016.22,0.24,29.04,21.69,0,1.23,1097.25,143.2,357.9,1.91,0,0,0,0,0,0,27.78,41.72,0.42,401.14,40.34,0,0,81.85,42.84,61.23,0,0,7.36,19.34,2.79,14.37,0,0,84.63,542.58,34.5,293.93,34.42,34.1,86.82,32.87,70.99,88.15,2.8,7.67,9.28,14.3,0,12.35,21.36,108.17,0,19.4,0,0,0.06,102.16,2.76,0,117.19
365,連江縣,南竿鄉,1040,0,24.48,0.16,0.15,0.34,0.75,0,0,575.03,1.09,0,0,0,24.48337106,29.89,0,0,0,0,0,0,41.14,3.36,2.19,0.160106842,0,4.83,0.67,8.69,0,1.03,0,0,0,23.69,0.146077441,6.56,13.82,2.07,1.04,5.56,1.63,12.79,5.89,109.41,6.3,0.94,0.98,9.28,4.59,0.746463153,2.99,10.23,3.64,0,0.7,0,575.0282925,0,33.43,67.25,0,40.69
57,臺中市,南區,681.01,3.22,8.82,2.53,0.19,0.02,0.03,0,0,1.46,0.1,0.31,0,1.35,0,0,5.06,0,0.71,0,15.74,0,155.19,24.27,0,0,12.05,0.3,6.09,0,0,0.1,0,0.01,0,0,0,35.96,138.48,87.22,30.46,10.23,4.63,0.82,12.09,7.66,92.63,3.42,1.03,1.54,13.69,0,8,35.14,3.28,0,0,0,0,0,0.68,0,0,57.06
116,臺南市,南區,2726.81,6.97,272.58,98.27,155.29,1.58,9.7,0,0,70.7,0.43,0.49,0,0,0,364.72,0,0,0,0,42.17,6.13,250.82,41.3,45.93,0,19.41,11.82,27.95,0,0,14.39,5.56,1.17,0.11,127.17,0,50.18,278.35,63.4,178.17,41.12,15.6,126.24,17.6,10.59,38.69,5.55,4.24,3.16,10.35,0,1.52,88.69,31.49,0,0.98,0,0,2.62,24.11,18.21,0,210.16
38,臺北市,南港區,2184.24,0,115.96,28.86,0,0.11,1.44,0,0,1000.47,46.86,0,0,0,0,0,0.48,3.99,16.29,13.01,10.79,5.43,136.68,65.99,0,0,38.27,3.32,2.55,0,0,4.29,0,1.92,0.94,0,0,53.8,111.14,47.74,9.27,9.58,6.48,35.21,23.39,194.98,37.19,0.91,0.38,5.85,6.56,0,5.97,79.22,3.27,0,0,0,0,0,6.05,0,0,55.42
170,宜蘭縣,南澳鄉,74065.2,65.03,168.76,77.56,0.24,0.27,3.83,0,3652.15,47495.04,292.47,13070.11,127.11,356.83,2.31,0,22.58,0,0,0,32.58,0,155.74,3.27,0,1797.37,98.84,15.52,12.3,0,0,10.9,122.65,0.73,0.54,58.98,54.46,4,11.39,0.18,0.03,1.4,0.91,4.44,20.44,2.53,4.9,0.17,0.7,0.78,0,19.14,9.78,1.57,5.36,106.05,51.15,0,72.91,0,1374.52,1729.78,0.06,131.64
279,屏東縣,屏東市,6506.7,514.92,1000.56,666.69,111.64,74.74,23.57,0,0,152.54,1.21,0,0.28,0,0,790.36,21.59,0,0,0,80.08,0,434.51,50.04,0,0,146.15,24.2,51.31,0,0,9.51,68.06,0.98,2.56,0,0,197.33,715.83,84.96,243.3,105.67,28.72,23.2,46.27,52.6,151.09,9.74,13.01,20.16,26.13,0,7.9,113.4,33.67,0,3.73,0,0,6.75,78.97,0,1.86,414.87
88,臺南市,後壁區,7221.89,3587.4,1292.2,343.74,14.27,52.42,102.4,0,0,158.22,6.74,0,0,0,0,0,15.9,8.79,0,36.6,34.13,0,315.77,43.47,0,0,37.67,29.84,125.38,0,0,61.82,39.55,0.44,17.09,0,0,15.65,294.51,3.02,54.39,23.28,10.83,37.48,15.91,12.67,31.68,0.01,8.41,1.4,5.05,0,0.36,7.4,28.44,0,0,0,0,0,206.97,0.37,0.14,159.23
189,苗栗縣,後龍鎮,7580.79,901.47,2160.54,117.66,10.42,16.34,23.51,0,3.55,1655.42,211.43,0,0,0,0,0,27.14,7.19,0,34.5,42.66,83.55,343.83,76.86,3.5,0,256.99,62.94,32.59,0,0,32.18,19.96,0.26,7.42,852.75,0,24.58,273.04,7.91,72.85,36.41,26.28,103.41,18.02,26.42,28.5,0.43,2.67,3.84,2.05,0,1.21,23.75,10.02,0,23.4,0,0,0,129.58,77.32,0.23,745.03
282,屏東縣,恆春鎮,13676.3,232.7,1518.12,529.17,8.16,12.87,8.56,0,0.49,6725.63,5.24,533.28,1.41,14.63,0,114.11,0,0,0,0,52.74,0,248.14,40.06,5.87,23.38,66.44,17.48,46.37,0,0,185.75,1.3,0.02,9.06,352.81,10.53,227.51,197.85,8.41,5.73,27.23,21.69,111.13,45.16,114.04,30.36,2.28,1.9,317.92,3.94,0.27,14.6,56.38,52.41,0.13,0.38,0,0,0,312.25,237.23,0.69,1541.74
309,屏東縣,春日鄉,16000.1,0.08,59.06,544.62,0,0.55,5.77,0,4.65,13266.3,329.03,113.78,0.68,223.77,0,0,0,0,0,0,0,0,87.66,0.38,0,252.79,79.85,5.92,29.25,0,0,0.53,4.36,0,0.53,0,7.3,3.27,20.49,0.11,0.02,0.45,1.14,7.87,0.5,7.79,2.99,0.06,0.25,0.85,1.07,0,0,0.71,0.96,0,0,0,19.72,0,88.28,362.6,0,18.77
87,臺南市,柳營區,6129.29,1540.18,1231.42,667.06,59.28,81.59,42.66,0,0,273.37,636.5,0,0,0,0,0,8.84,5.96,0,24.63,12.61,0,283.28,34.73,0,0,17.5,32.96,71.74,125.98,3.52,66.5,5.48,1.21,9.41,0,0,39.68,194.89,3.57,152.19,33.76,14.5,54.65,15.2,4.64,24.25,4.13,1.93,5.42,11.49,0,0.33,29.93,27.29,0,2.13,0,0,0,121.7,7.86,1.04,167.14
151,高雄市,美濃區,12003.16,1820.48,1387.31,1308.33,231.91,22.47,45.06,0,0,3008.73,1623.23,353.7,0,4.95,0,0,0,0,0,0,15.95,0,341.32,4.92,0,27.64,146.12,36.44,95.64,0,17.37,24.43,69.75,0.22,20.55,0,4.89,39.2,575.95,8.7,18.07,24.68,34.24,77.61,14.73,1.73,38.06,0.31,3.91,4.82,1.7,0,1.9,5.79,8.67,0,60.44,0,0,0,207.14,14.67,0,99.27
186,苗栗縣,苑裡鎮,6824.73,1843.33,886.68,158.14,3.17,15.61,15.88,0,2.03,1873.83,263.57,0,0,0,0,0,8.89,8.94,0,23.44,12.5,10.41,379.06,41.06,2.06,0,102.24,18.83,42.9,0,0,36.12,37.98,0.32,4.72,86.08,0,45.65,361.33,10.25,87.93,44.05,15.48,40.72,33.3,1.39,32.89,0.4,2.79,2.8,8.93,0,3.47,9.06,92.07,0,6.29,0,0,0,61.38,62.46,0,156.59
128,高雄市,苓雅區,815.22,0,1.12,0.58,0,0,0,0,0,1.52,0,0,0,0,0,0,2.81,0,4.09,11.99,7.16,0,191.87,49.63,4.57,0,0.45,0,0,0,0,0,0,0,0,23.72,0,38.02,177.3,107.57,0.7,4.5,5.29,0,13.99,13.57,65.88,10.22,1.77,1.78,0.54,0,34.59,31.64,16.55,0,0,0,0,0,0,0,0,16.57
184,苗栗縣,苗栗市,3788.78,240.43,511.62,105.99,0.25,9.36,7.8,0,0,787.85,207.16,0,0,0.57,0,0,16.98,2.19,0,0,52.45,5.48,253.68,50.95,0,0,71.52,15.75,17.26,0,0,12.95,10.53,1.36,0.2,0,0,64.32,368.06,39.83,97.28,26.21,35.19,56,25.19,43.84,107.04,6.04,4.62,18.85,10.13,0,4.55,66.19,20.36,0,1.33,0,0,0,146.5,0,0,241.36
156,高雄市,茂林區,19400,1.31,64.76,110.93,0,0,0.14,0,1291.52,16208.9,127.74,2113.43,0,85.58,0,0,0,0,0,0,0,0,47.7,0.49,0,983.38,9.35,3.9,0.14,0,0,0.05,10.02,0.01,1.05,0,24.09,0.11,0.08,0,0.07,0.03,0,1.63,0,0,0,0,0,0,0.01,0.45,0,0,0.28,0,0,0,113.01,0,215.31,2722.02,0,1.67
146,高雄市,茄萣區,1576.24,0,15.33,3.19,519.62,0.82,11.5,0,0,14.04,0,0,0,0,0,0,0,0,0,0,20.22,0,92.41,24.56,206.44,0,5.66,13.85,97.3,0,0,23.36,0.41,0.04,1.26,15.54,0,12.38,95.18,6.41,19.82,15.68,6.42,12.24,3.89,8.91,23.98,0.27,0.6,80.09,1.22,0,0.27,46.09,1.75,0,0.68,0,0,82.49,0,12.25,0,208.76
356,新竹市,香山區,5484.91,380.36,463.79,209.02,0.34,14.65,5.38,0,10.66,114.52,16.87,1452.68,0,0.34,0,0,17.12,0,0,29.07,39.26,45.02,255.56,29.79,5.73,0,82.72,26.9,48.04,0,9.83,32.94,9.86,1.14,11.17,762.67,0,44.92,300.89,23.49,164.64,55.38,16.48,43.87,25.19,218.43,81.54,0.05,2.19,5.16,55.1,0,0.16,89.62,35.93,0.45,9.99,0,0,82.97,68.35,715,1.71,445.97
165,宜蘭縣,員山鄉,11191.06,1203.28,842.22,631.2,13.18,22.57,22.59,0,532.37,499.28,14.76,7867.95,9.49,8.96,0,0,0,0,0,0,39.8,0,248.09,11.63,0,73.3,378.1,49.07,79.32,0,7.42,38.44,358.25,1.37,23.51,0,5.41,51.08,395.41,4.66,46.14,23.45,16.57,72.57,29.73,14.35,20.43,5.68,4.71,21.16,3.14,11.86,0.92,8.71,26.42,24.76,49.62,0,0,0.04,215.81,9.99,2.92,111.39
203,彰化縣,員林市,4003.8,432.38,342.69,541.97,0.97,8.5,11.11,0,0.58,855.67,1.96,40.17,0,0,0,0,9.16,7.63,0,0,10.57,12.02,299.61,32.02,0,0,0,0,62.57,0,0,3.67,0,0,0,0,0,64.93,489.59,62.29,177.68,46.47,18.67,35.89,22,9.84,68.25,3.56,5.45,5.99,4.87,0,1.77,31.33,18.11,0,3,0,0,0.02,2.24,0.24,0.81,194.89
218,彰化縣,埔心鄉,2095.26,473.05,428.07,238.38,0.25,10.23,16.18,0,0.26,59.92,3.14,3.82,1.37,0,0,0,0,0,0,0.18,1.91,15.46,145.99,7.96,0,0,0,0,50.43,0,0,3.16,0,0.02,0,0,0,35.3,224.01,9.8,129.25,45.28,11.66,22.48,14.35,1.22,15.3,3.27,1.63,2.75,5.86,0,0.11,16.11,4.98,0,1.3,0,0,0,0.51,0,0.15,93.23
229,南投縣,埔里鎮,16222.27,395.47,2447.35,2263.54,7.46,41.99,354.07,0,582.18,7015.85,732.74,161.47,0,29.32,0,0,0,0,0,27.86,46.82,0,475.64,43.33,0,42.9,180.17,38.97,52.67,0,0,45.2,100.98,0.11,4.14,0,36.75,134.38,587.98,36.98,69.33,31.93,104.83,66.54,34.12,19.56,222.14,10.59,8.52,9.82,6.51,0,1.74,22.04,33.14,0,6.85,0,0,2.52,254.75,54.26,0.63,296.02
217,彰化縣,埔鹽鄉,3860.81,1654.21,896.57,106.41,10.76,32.47,26.13,0,0,24.49,6.55,1.03,0,0,0,0,0,0,0,6.18,9.04,11.08,246.9,5.19,0,0,19.27,0,109.75,0,0,2.89,0,0.12,0,0,0,16.08,309.03,4.86,146.54,53.95,10.85,39,15.43,0.78,11.41,0.01,2.36,1.02,5.22,0,0.55,5.82,1.08,0,2.02,0,0,0,17.32,0,0.8,92.71
181,新竹縣,峨眉鄉,4680.1,49.24,270.01,706.34,3.8,6.85,7.91,0,40.27,965.15,290.12,1633.01,0.52,0,0,0,0,0,0,0,17.38,0,115.9,2.22,0,0.05,116.34,3.85,22.71,33.36,0,51.29,1.42,0.17,0.53,0,1.27,8.35,64.84,0.95,4.74,10.69,19.32,50.29,7.25,0.52,5.68,0.01,0.44,11.08,0.07,16.08,0.21,3.2,6.03,0,0.02,0,0,0,25.93,2.36,0,75.19
296,屏東縣,崁頂鄉,3126.59,583.01,613.49,458.05,129.68,17.36,11.31,0,0,99.67,0.07,0,0.2,0,0,0,11.25,0,0,11.43,0,0,97.88,0.02,0,0,62.18,19.2,51.2,0,0,3.69,0.4,1.95,7.48,0,0,5.24,96.84,1.22,30.34,18.2,6.46,29.9,3.58,1.47,6.86,0.04,1.42,5.16,7.8,0,0.21,13.14,2.95,0,0,0,0,0,45.39,0,1.13,74.63
42,桃園市,桃園區,3480.46,69.14,471.13,32.34,26.71,2.2,34.29,0,0,174.73,4.43,0,0,0,0,0,11.88,0,0,43.79,28.67,0,380.58,145.59,0,0,43.28,2.51,5.9,0,0,11.48,5.14,0.05,0,0,0,184.8,490.84,277,176.52,54.42,19.64,39,50.89,49.44,135.55,14.02,6.72,19.37,6.34,0,4.18,109.35,16.31,0,0,0,0,0,9.69,0,0,279.29
157,高雄市,桃源區,92898,0,274.47,1128.95,0,0.5,0.75,0,23403.69,47081.73,2618.1,7610.72,326.9,1723.57,0,0,0,0,0,0,42.05,0,72.56,0,0,2932.98,64.36,0.27,1.86,0,0,0.27,182.86,0,0,0,93.71,0.1,2.95,0.01,0,0.65,0.1,2.72,0.5,0,0.54,0,0.11,0,0.02,1.66,0.01,0.28,0.09,4.01,0,0,279.45,0,1269.86,8402.15,0,17.45
16,新北市,泰山區,1916.03,0,63.54,8.56,0,1.34,1.09,0,0,842.8,17.93,0,0,0,0,0,0,0,4.88,44.13,5.35,2.11,92.44,34.45,0,0,27.77,0.4,12.69,0,0,0.93,0,1.64,0.17,0,0,75.61,84.03,44.02,172.67,81.14,7.96,12.35,3.12,32.36,52.87,1.87,1.83,4.39,4.5,0,0.51,13.6,7.78,0,0.24,0,0,0,0.12,0,0,45.12
201,苗栗縣,泰安鄉,61451.27,0.01,350.26,788.16,0,0,0.35,0,16300.77,26172.58,2900.73,8742.54,113.5,863.72,0,0,0,0,0,0,0,0,122.25,0,0,1364.94,0,0.88,0,1.2,0,0,0,0,0,0,185.77,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,31.59,0,485.03,1833.21,0,3.29
307,屏東縣,泰武鄉,11862.66,0,88.42,476.2,0.05,1.09,1.86,0,484.54,9420.01,67.72,319.08,1.73,141.99,0,0,0,0,0,0,0,0,69.58,1.13,0,231.9,5.67,0,20.44,0,0,0.21,6.6,0.05,0,0,16.81,6.95,17.73,0.05,0.02,0.76,1.5,5.23,0.4,3.39,4.4,0.03,0.58,0.36,0.14,0,0.05,0.63,0.31,0,0,0,13.23,0,261.2,726.44,0.02,12.33
324,臺東縣,海端鄉,88003.82,119.5,539.77,537.16,0.09,6.58,8.18,0,19824.99,48760.73,1836.07,11111.04,196.84,571.85,0,0,0.03,0,0,0,45.93,0,93.42,1.03,0,1419.66,117.61,9.04,30.89,0,0,1.95,3.12,0.02,3.69,0,37.88,2.42,24.01,0.03,0.01,2.68,2.13,5.04,0.91,1.74,11.29,0,1.59,0.61,0.08,0,1.03,4.54,0.78,0,4.21,0,0,0,436.94,3510.68,0,10.49
363,金門縣,烈嶼鄉,1600.3,0,436.1,2.83,0,3.38,0.87,0,0,612.23,0.14,0,0,0,0,0,0,0,0,0,0,0,63.93,1.91,2.98,0,0,3.83,5.09,18.56,0,67.26,0,0,0.11,396.7,0,2.35,33.5,1.1,0.16,5.21,3.19,3.18,3.84,92.2,4.12,0.13,1.27,2.46,2.62,0,1.05,26.81,5.05,0,4.15,0,0,0,10.59,230.83,1.13,57.54
77,臺中市,烏日區,4340.32,996.64,304.56,72.46,1.59,8.66,9.74,0,0.47,119.29,14.7,15.44,3.78,0,0,0,27.1,32.54,3.2,33.18,26.13,8.8,273.99,63.96,0,0,206.97,59.13,40.56,0,0,2.35,304.93,1.56,22.2,0,0,73.34,216.93,30.53,326.97,63.7,10.39,40.7,21.5,190.93,40.53,1.32,2.31,7.01,23.79,0,0.18,25.15,4.31,0,28.32,0,0,0,178.43,0,0.99,219.69
29,新北市,烏來區,32113.06,0,47.11,26.57,0.69,0.27,3.17,0,5134.29,14721.04,454.22,11896.97,8.83,33.77,0.87,0,0.91,0,0,0,7.74,0,67.79,2.72,0,298.84,197.21,0.04,62.34,0,0,1.19,25.72,0.6,0,0,10.33,10.7,19.51,1.14,0.09,1.85,2.22,3.45,1.29,0.45,1.78,0.03,0.25,0.69,0.91,18.64,0.24,1.52,7.41,0,0,0,2.93,0,116.58,113.02,0,37.57
364,金門縣,烏坵鄉,120,0,1.2,0,0,0,0.01,0,0,12.68,0,0,0,0,0,0.12,0,0,0,0,0,0,3.91,0,0.61,0,0,0.07,0,0,0,0.58,0,0,0,122.06,0,0,1.1,0,0,0.21,0.02,5.04,0.01,7.01,0,0,0,0,0.01,0,0.2,0.76,0.26,0,0,0,0,0,11.55,56.32,0,15.8
300,屏東縣,琉球鄉,680.18,0,11.29,29.13,0,1.26,0.32,0,0,311.22,0.4,0.14,0,0,0,1.47,0,0,0,0,0,0,38.41,0.76,5.25,0,0,2.49,0.68,0,0,0.07,0,0,0,13.25,0,25.2,40.36,1.32,0.33,5.93,8.9,50.77,5.12,7.21,12.88,0.06,0.67,2,2.25,0,1.07,8.71,0.97,0,0.55,0,0,0,0.2,19.65,0,75.3
70,臺中市,神岡區,3504.45,511.34,490.4,339.55,0.24,18.28,11.79,0,0.07,92.44,15.39,0,0.01,0,0,0,5.87,7.24,0,57.8,7.53,0,224.45,59.97,0,0,55.84,23.95,45.46,0,0,3.01,166.01,2.03,3.67,0,0,41.6,287.55,29.11,490.56,63.37,9.5,13.38,14.52,238.76,17.91,0.27,1.58,3.37,15.09,0,0.74,19.29,3.74,0,34.39,0,0,0,104.47,0,0,112.43
