v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v41,vI1,sexgp,agegp,edugp,weight,t
53,1,3,5,4,4,6,3,0,7,7,8,7,7,8,9,7,7,6,7,1,8,0,0,0,0,0,0,1,0,1,3,3,3,1,2,4,2,3,2,65,2,4,3,.432398321,10007100
62,1,2,2,6,4,8,3,0,7,9,7,7,7,7,8,9,6,5,9,1,10,0,0,0,0,0,0,0,0,1,2,3,3,1,1,4,4,2,2,65,1,3,3,.995107487,64000020
67,1,3,3,5,4,8,2,1,7,8,7,7,6,6,7,6,6,7,7,1,7,0,0,0,0,0,0,1,0,2,1,2,3,1,2,3,4,2,2,65,1,3,3,.761994697,67000350
63,1,2,3,4,2,6,3,0,5,6,9,7,8,8,4,5,4,7,3,1,7,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,65,2,3,3,.869046091,64000170
65,1,2,2,6,4,7,2,2,7,8,6,5,6,6,7,5,6,4,3,1,6,0,0,0,0,0,0,0,0,1,2,2,1,1,2,3,3,1,3,65,2,3,3,.688067551,10013010
62,1,4,3,3,4,7,2,2,8,7,6,7,7,8,8,6,6,6,8,3, ,0,0,0,0,0,0,1,0,2,1,3,3,2,3,4,4,4,2,65,2,3,3,1.265434071,63000040
50,1,6,4,3,4,5,2,2,8,3,6,7,5,5,8,7,7,5,8,3, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,1,2,65,2,4,3,.921552381,63000100
40,1,2,2,3,2,8,2,2,8,6,7,8,7,6,7,5,7,8,5,3, ,0,0,1,0,0,0,1,0,2,1,1,2,2,3,3,3,2,2,65,2,5,3,.391256773,65000130
36,1,5,2,2,4,8,2,1,8,8,9,6,7,8,8,5,8,4,8,3, ,0,0,0,0,0,0,0,0,3,2,4,4,1,4,4,4,2,2,65,1,6,3,.476823742,10002010
15,1,3,4,4,4,8,2,2,9,7,8,8,7,8,8,8,10,8,9,3, ,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2,2,3,2,65,1,6,3,1.108209814,63000080
44,1,2,4,2,2,8,2,1,7,8,8,6,7,6,6,7,6,8,6,3, ,1,0,1,0,0,0,0,0,1,3,3,4,1,2,3,3,2,2,65,1,5,3,.616484099,10014040
50,1,2,2,4,2,8,3,0,8,7,7,8,7,6,7,6,7,7,4,1,8,0,0,1,0,0,0,1,0,2,2,2,2,1,2,3,3,2,2,75,1,4,2,.661968353,65000070
43,1,6,6,4,4,8,2,2,8,8,9,10,5,9,10,2,2,5,2,1,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,1,2,95,1,5,2,.595885141,65000030
72,1,6,2,2,2,7,3,0,4,7,5,5,5,7,7,4,7,7,7,1,7,0,1,1,1,1,1,0,0,3,3,3,3,3,3,4,4,3,1,75,1,2,3,2.69922057,63000040
74,1,2,2,5,4,8,2,1,8,3,5,5,7,3,6,2,6,0,6,1,8,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,2,1,2,75,2,2,3,1.792800491,10018010
65,1,3,5,4,4,8,2,1,8,9,10,8,9,8,9,8,8,7,7,1,9,0,0,0,0,0,0,1,0,3,3,3,3,2,3,4,4,2,2,85,1,3,3,1.448994399,63000070
66,1,4,4,2,2,8,2,2,8,7,7,7,7,7,7,7,7,6,7,1,7,0,0,0,0,0,0,1,0,2,2,3,3,3,1,4,4,2,1,95,1,3,3,.85343674,10004010
62,1,4,2,5,2,9,3,0,7,8,7,7,8,8,9,7,7,6,7,1,8,0,0,1,0,0,0,1,0,2,2,2,3,1,2,3,4,2,2,75,1,3,3,1.448994399,63000040
61,1,4,6, ,2,8,3,0,6,7,7,6,6,6,6,6,6,5,7,1,5,0,0,0,0,0,0,1,0,1,3,3,3,1,3,2,2,2,1,85,2,3,3,.544471815,10002010
61,1,2,6,5,2,8,2,2,8,7,8,7,6,8,7,7,7,6,8,1,8,0,0,0,0,0,1,1,0,3,1,2,3,3,1,3,3,1,2,95,2,3,3,1.265434071,63000050
62,1,4,5,6,4,8,2,2,8,8,7,7,8,9,8,8,8,7,8,1,8,0,0,0,0,0,0,1,0,2,3,2,3,2,3,4,4,3,2,75,2,3,3,.596837413,65000060
60,1,6,6,4,2,8,3,0,8,8,8,8,8,8,8,8,5,8,8,1,10,1,0,1,0,1,0,1,0,1,1,1,1,1,1,3,3,1,2,85,2,3,3,.601118281,68000010
64,1,2,3,4,2,8,3,0,7,7,8,6,8,9,8,8,8,7,8,1,8,0,0,0,0,0,0,0,0,2,1,2,2,2,1,1,1,1,2,75,2,3,3,.601118281,68000020
50,1,6,2,3,4,8,3,1,8,8,8,8,6,6,7,6,8,7,6,1,7,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2,75,1,4,3,.501265277,68000100
57,1,2,2,2,4,8,2,2,7,7,7,7,8,8,8,7,7,6,7,1,7,1,0,0,0,0,0,1,0,3,2,2,2,3,3,4,4,2,2,75,1,4,3,.497695512,65000020
57,1,4,4,6,4,6,2,2,6,8,8,6,6,7,6,3,7,5,7,1,7,0,0,0,0,0,0,0,0,2,2,2,3,2,3,3,3,3,2,95,1,4,3,.621515319,10004010
58,1,2,5,3,2,5,3,0,6,5,6,5,6,6,5,5,4,5,7,1,7,0,0,0,0,0,0,0,0,2,2,2,2,1,3,3,3,2,2,75,1,4,3,.497695512,65000010
56,1,4,4,3,4,8,2,2,7,8,8,7,7,8,8,7,7,6,6,1,6,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,95,1,4,3,.501265277,68000010
57,1,5,2,4,2,1,1,2,5,8,3,7,5,8,2,1,3,3,1,1,9,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,2,75,1,4,3,.497695512,65000050
53,1,3,5,6,4,8,2,2,8,8,8,8,9,9,8,9,8,5,8,1,9,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,2,2,75,2,4,3,.437764397,68000020
53,1,5,2,4,2,1,3,0,5,7,7,6,7,7,9,8,8,2,7,1,4,0,0,0,0,0,0,0,0,1,1,3,1,1,1,3,4,1,2,85,2,4,3,.434646855,65000030
45,1,3,4,5,5,7,2,2,7,7,7,6,7,8,8,7,6,6,8,1,8,1,0,0,0,1,0,1,0,1,1,3,3,2,2,4,4,2,2,75,1,5,3,.451224788,68000030
 ,1,6,2,3,4,7,3,1,7,7,8,8,8,7,8,3,7,10,8,1,8,0,0,0,0,0,0,1,0,1,2,3,3,1,2,4,2,2,2,75,2,5,3,.829555322,63000040
54,1,1,2,4,4,8,2,2,6,7,6,8,6,7,7,5,6,5,5,1,8,0,0,0,0,0,0,1,0,2,3,2,1,1,3,4,4,2,2,75,1,4,2,.890218968,66000110
63,1,5,2,4,4,8,2,2,8,8,8,8,8,8,8,7,8,8,8,1,8,0,0,0,0,0,0,0,0,3,3,3,3,1,3,4,3,3,2,95,1,3,3,.679877517,10007200
51,1,5,2,4,4,8,3,0,7,7,9,6,7,8,8,8,7,8,9,1,7,0,0,0,0,0,0,0,0,1,1,2,3,2,2,4,3,3,2,75,1,4,3,.669303876,66000080
37,1,6,2,3,4,8,3,0,7,7,8,9,9,9,9,7,9,9,7,1,9,0,0,1,0,0,0,0,0,2,2,3,3,2,3,3,3,2,2,75,1,6,1,1.40299811,10013020
70,1,3,2,4,4,8,3,0,8,8,8,8,8,8,8,5,8,8,8,1,8,0,0,0,0,0,0,0,0,3,3,3,3,2,3,4,4,4,2,75,1,2,3,1.419461498,67000340
59,1,6,4,4,4,8,2,1,8,7,8,8,8,8,8,8,8,8,8,1,8,0,0,0,0,0,0,0,0,2,3,3,3,1,3,3,4,2,2,85,1,4,3,.554922649,67000310
59,1,3,4,5,4,8,2,2,6,9,7,7,8,9,5,5,5,5,5,1,8,0,0,0,0,0,0,1,0,2,1,1,3,1,1,3,1,1,2,75,2,4,3,.632882829,64000080
37,1,6,2,3,4,8,2,2,9,7,9,8,7,7,7,7,8,9,9,3, ,1,0,0,1,0,0,1,0,4,1,1,4,3,3,3,2,3,2,75,1,6,3,.582783482,67000090
60,1,6,6,3,4,8,2,2,6,6,6,3,6,8,8,2,6,8,6,1,8,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,2,2,3,125,2,3,2,.793833719,65000050
52,2,5,2,6,2,10,1,2,7,6,8,8,5,8,8,6,5,3,7,1,6,0,1,0,0,0,0,0,1,1,3,2,2,2,1,3,3,2,2,250,1,4,2,.666716379,68000100
48,1,2,2,2,4,8,2,1,7,7,7,7,7,7,8,7,7,8,7,1,8,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,4,3,2,175,1,5,2,.809637369,10017050
49,1,2,3,4,2,9,4,0,10,10,8,8,10,8,5,8,8,7,8,1,7,1,1,0,1,0,0,0,0,2,2,2,3,3,2,3,3,3,2,175,1,5,2,1.263415033,63000030
43,1,5,2,4,4,7,3,1,9,7,8,8,9,8,9,9,9,7,8,1,7,0,0,0,0,0,0,0,0,3,3,3,4,2,3,3,3,1,5,125,2,5,2,.520397705,65000030
47,1,2,2,2,2,8,3,0,9,9,9,8,10,8,8,7,9,8,9,1,9,0,0,1,0,1,1,1,0,1,1,1,1,1,4,3,1,1,2,175,2,5,2,.520397705,65000020
46,1,2,4,4,4,7,2,1,7,6,7,9,6,8,8,6,6,8,7,1,5,1,1,1,1,0,1,1,0,2,1,1,2,2,2,3,3,1,2,125,2,5,2,.520397705,65000110
70,1,3,3,6,4,7,3,1,7,8,8,8,7,9,9,6,7,7,8,1,8,0,0,0,0,0,0,0,0,2,1,2,3,1,3,3,3,2,2,125,1,2,3,1.27307764,65000040
62,1,4,3,4,4,8,2,2,8,8,8,7,8,7,8,6,7,7,7,1,8,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,3,2,2,175,1,3,3,.85343674,10004010
67,1,5,4,4,4,8,2,2,7,7,7,8,7,7,7,6,7,5,7,1,6,0,0,0,0,0,0,0,0,1,3,3,3,2,2,3,3,2,2,125,1,3,3,.683412979,65000070
63,1,5,4,5,4,8,2,1,7,9,8,6,8,7,10,6,5,6,7,1,8,0,0,0,0,1,0,0,0,2,1,2,2,1,3,3,3,1,2,125,2,3,3,1.265434071,63000100
57,1,5,3,6,4,8,4,0,7,8,8,6,8,8,8,5,7,3,6,1,7,0,0,0,0,0,0,0,0,2,3,3,3,1,4,1,4,2,2,250,1,4,3,.501265277,68000020
52,1,4,3,3,4,1,2,1,7,6,7,7,7,7,7,8,8,8,8,1,8,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,2,2,2,125,1,4,3,.497695512,65000060
58,1,2,5,2,4,5,2,2,5,7,6,7,6,6,8,6,7,3,6,1,7,1,0,0,0,0,0,1,0,1,2,2,3,2,2,3,4,3,2,250,1,4,3,.497695512,65000060
59,1,3,5,3,4,7,3,0,8,5,3,7,3,7,3,5,3,3,2,1,7,0,0,0,0,0,0,1,0,1,1,2,3,1,1,3,2,1,1,125,2,4,3,.921552381,63000040
39,1,4,4,5,4,9,2,1,8,8,8,8,7,8,9,8,9,8,7,1,8,0,0,1,0,0,0,0,0,1,1,3,1,1,3,3,3,3,2,125,1,6,3,.710176827,10017060
59,1,5,6,5,4,8,3,1,8,7,7,7,7,7,8,6,7,7,9,1,8,1,0,0,0,0,0,1,0,2,1,1,3,1,1,3,3,1,2,175,2,4,3,.584515668,66000080
60,1,2,6,2,4,7,3,0,8,8,7,7,6,8,8,7,7,7,7,1,7,0,0,0,0,0,0,0,0,1,2,3,3,3,2,3,3,3,2,125,2,3,3,.563769249,10010130
41,1,3,3,4,4,8,2,1,9,8,9,8,8,8,9,9,9,10,9,1,9,0,0,0,0,0,0,1,0,3,3,3,3,3,4,4,3,3,2,125,1,5,3,.652342726,64000110
61,1,6,3,3,4,8,2,2,7,7,7,7,7,8,8,6,6,7,8,1,5,0,0,0,0,0,0,1,0,2,2,2,1,2,2,3,4,1,2,125,1,3,3,1.073947682,10015050
72,1,3,6,2,4,8,4,0,8,10,7,8,8,8,7,7,8,5,6,3, ,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,4,2,2,125,2,2,3,2.357280109,63000010
68,1,5,2,1,2,8,2,2,8,7,8,7,7,7,6,3,5,7,7,3, ,1,0,0,0,1,1,1,0,2,1,2,4,1,1,3,4,1,2,250,2,3,3,1.265434071,63000020
46,1,2,2,3,3,8,2,2,7,8,6,8,7,6,8,6,8,6,6,3, ,1,0,0,0,1,0,0,0,1,4,4,3,2,4,4,3,2,2,350,1,5,3,.445693715,10007250
71,1,2,2,5,2,8,4,0,10,10,8,5,6,8,8,6,7,6,7,1,3,0,0,0,0,1,0,0,0,2,2,1,2,1,1,3,3,1,2, ,2,2,3,1.119777158, 
63,1,1,6,3,4,8,2,2,8,8,10,9,10,8,8,9,8,7,10,1,7,0,0,0,0,0,0,0,0,3,3,3,4,2,4,4,4,2,2, ,1,3,3,.85343674,10004010
62,1,2,2,3,4,5,3,0,7,7,7,7,7,7,9,7,6,4,5,1,7,0,0,0,0,0,0,1,0,1,2,3,3,3,2,3,2,3,2, ,1,3,3,.683412979,65000100
52,1,2,2,4,4,10,3,0,8,9,6,8,7,8,8,8,8,6,4,1,6,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,2,2, ,2,4,3,.437764397,68000010
46,1,5,3,4,4,7,1,2,6,6,5,6,3,6,6,6,2,3,5,1,5,0,0,1,1,0,1,0,0,3,1,2,3,3,3,3,2,2,2, ,1,5,3,.448011387,65000010
66,1,2,4,3,4,8,2,1,8,8,8,8,8,8,8,8,8,10,8,1,8,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,2, ,2,3,3,.802630492,66000070
44,1,3,2,3,4,6,3,0,6,8,7,7,5,5,9,7,5,6,9,1,5,0,0,0,0,0,0,1,0,1,1,1,2,2,1,3,4,1,2, ,2,5,3,.52616443,66000080
54,1,2,2,2,4,8,2,2,7,8,7,8,6,8,9,8,5,9,7,1,9,0,0,0,0,0,0,1,0,2,2,2,3,2,2,2,3,1,2, ,1,4,1,1.292040095,67000350
46,1,4,4,4,4,7,2,2,8,9,8,8,6,9,6,8,7,8,6,1,7,0,0,1,0,0,0,0,0,2,2,2,4, ,2,3,3,2,2, ,1,5,1,1.163057856,67000280
61,1,3,4,4,4,8,2,2,9,10,10,5,10,10,5,7,5,8,8,1,10,0,0,0,0,0,0,1,0,1,1,1,4,1,1,1,3,2,2, ,2,3,3,.688067551,10013010
50,1,3,4,1,4,8,2,1,8,7,8,7,6,7,7,5,8,3,5,1,8,0,0,0,0,0,0,0,0,2,3,3,3,1,3,3,1,2,2, ,1,4,3,.724687042,64000050
 ,1,5,2,3,2,9,3,1,4,5,5,7,5,5,5,5,5,4,4,1,6,0,0,0,0,0,0,0,0,1,1,1,1,1,3,1,1,3,2, ,1,4,3,.554922649,67000010
70,1,5,2,3,1,10,3,0,7,9,7,7,8,8,8,8,6,9,8,3, ,0,0,0,0,0,0,0,0,1,1,2,2,1,1,4,1,1,2, ,1,2,3,2.052859117,10018010
 ,1,3,2,3,4,8,2,2,9,9,8,7,7,8,8,7,9,10,7,3, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,3,3,2,2, ,2,5,3,.391256773,65000060
30,2,3,2,3,3,7,3,1,7,8,8,7,8,8,8,8,7,8,7,3, ,0,0,0,0,0,0,0,0, ,2, ,3, ,3,3,3,3,2, ,1,6,3,.511148301,10009010
26,1,2,2,2,4,8,2,2,6,7,6,8,7,4,7,8,10,6,6,3, ,0,0,0,0,0,0,0,0,3,3,4,4,2,4,4,3,2,2, ,1,6,3,.495982354,10008030
27,2,4,2,3,2,5,3,0,5,4,3,5,5,6,2,6,5,5,7,3, ,0,0,0,0,0,0,0,0,2,1,1,4,2,2, ,3,1,2, ,2,6,2,.676945264,67000340
74,1,2,6,3,4,7,3,1,8,7,7,9,6,6,7,2,5,5,7,3, ,1,0,0,1,1,0,1,0,1,1,2,2,1,1,2,3,2,2, ,2,2,3,1.618879333,64000080
56,1,6,6,3,4,7,2,2,10,10,8,7,10,10,10,7,8,10,5,3, ,0,0,1,0,0,0,1,0, , , ,3,3,3,3,3,1,2, ,2,4,1,1.392556768,10014070
42,1,2,6,2,2,10,5,0,5,10,10,6,8,7,5,5,7,10,5,3, ,0,0,0,0,0,0,0,0,3,1,1,3,3,3,3,4,4,5,0,1,5,1,1.043115965,65000020
58,1,5,3,2,2,6,3,3,7,7,6,3,4,6,6,6,5,5,6,3, ,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,1,2,0,2,4,2,.582255958,68000090
30,1,3, ,3,4,5,5,0,2,5,1,8,6,8,4,7,3,8,6,3, ,1,0,1,0,0,0,0,0,1,1,1,1,2,1,2,1,1,2,0,1,6,2,.634207501,10002050
77,1,3,2,4,4,8,4,1,5,8,7,7,7,8,7,5,6,8,7,2, ,0,0,1,0,0,1,1,0,2,3,2,3,1,2,3,4,1,1,0,2,2,3,1.119777158,68000100
55,1,4,3,2,4,5,3,3,5,5,5,5,3,5,10,5,5,3,8,3, ,0,0,0,0,0,0,1,0,1,1,3,3,1,1,3,3,2,2,0,2,4,3,.434646855,65000160
57,1,4,3,3,4,5,6,0,5,7,5,7,5,5,8,5,5,5,8,3, ,0,0,0,0,0,0,1,0,1,2,1,2,1,2,3,3,2,2,0,2,4,3,.921552381,63000010
89,1,2,6,5,4,8,6,0,10,10,8,10,8,8,10,8,9,8,10,3, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,0,2,1,1,3.113918158,66000270
52,2,6,2,6,2,6,5,0,3,3,5,2,10,10,5,0,0,8,3,3, ,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,4,1,0,1,4,1,1.152802002,10007100
87,1,3,2,5,4,7,4,1,7,8,8,9,7,6,9,8,8,5,10,3, ,0,0,0,0,0,0,0,0,3,4,4,3,2,4,4,4,3,1,0,1,1,2,1.506788102,10007030
41,1,2,6,3,4,7,4,1,6,8,7,8,7,9,9,8,8,9,8,3, ,0,1,0,0,0,0,0,0,3,2,3,3,2,3,3,3,3,2,0,2,5,2,.517705561,10007260
62,1,4,3,2,2,6,3,3,6,6,6,5,3,6,8,5,3,8,8,2, ,0,1,0,1,0,0,1,0,3,1,1,4,3,1,3,4,1,1,0,1,3,3,.919057827,66000070
50,2,3,6,1,4,7,3,3,6,5,8,6,2,7,5,2,3,2,7,3, ,0,0,0,0,0,0,0,0,2,3,3,2,2,3,4,4,2,2,0,1,4,3,.669303876,66000100
57,1,6,2,5,5,10,5,0,8,8,9,4,9,8,9,9,6,8,6,3, ,1,0,0,0,0,0,0,0,1,1,2,2,1,2,4,4,2,2,0,2,4,3,.584515668,66000130
73,1,4,2,2,4,3,4,2,1,2,9,0,4,7,9,2,10,5,7,2, ,0,1,0,1,1,0,1,0,4,1,1,1,4,4,4,4,4,2,0,2,2,1,2.886290061, 
53,1,6,1,2,1,5,5,0,5,8,10,10,5,2,10,5,0,10,10,2, ,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,1,1,2,0,1,4,1,1.687306719,64000020
87,1,4,4,4,4,8,3,3,8,6,8,6,7,6,6,5,6,3,8,3, ,0,0,0,0,0,0,0,0,3,4,3,4,2,3,3,4,4,1,0,2,1,2,1.926035612,64000050
42,1,5,5,5,2,8,2,3,5,5,6,6,6,7,6,7,6,7,6,3, ,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,0,1,5,2,.867659502,64000110
48,1,5,3,4,2,9,5,0,5,3,7,7,3,6,3,0,3,9,2,3, ,0,1,0,0,0,0,1,0,2,1,2,3,1,1,2,2,1,1,0,2,5,2,.560057007,10020020
65,1,3,3,2,4,7,3,3,5,8,9,8,3,5,7,8,8,9,9,3, ,0,0,0,0,0,0,0,0,1,3,3,3,2,3,3,4,3,2,0,2,3,3,.688067551,10013010
44,1,3,4,1,4,8,3,2,8,8,8,7,6,5,9,8,7,8,7,1,5,0,0,0,0,0,0,0,0,3,1,1,3,2,2,3,3,3,2,15,1,5,1,2.211648356,63000090
45,1,2,2,2,2,7,3,3,5,6,7,7,5,7,7,5,5,6,8,1,8,0,0,0,0,0,0,0,0,2,1,2,3,2,2,3,3,1,2,15,1,5,1,1.043115965,65000100
33,1,6,5,2,4,7,4,2,7,7,5,6,6,8,7,2,4,3,3,1,5,0,0,0,0,0,0,0,0,1,2,1,3,2,3,2,2,4,2,15,1,6,1,1.110200481,10002060
89,1,5,1,4,4,7,4,2,8,8,9,8,8,7,9,8,9,10,8,1,9,0,0,0,0,0,0,1,0,3,3,3,4,2,3,3,4,3,1,5,2,1,2,1.206693311,10002070
87,1,6,2,5,4,7,3,2,7,8,7,5,6,5,4,5,5,6,6,1,8,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,15,2,1,2,2.13295551,10018020
62,1,4,3,3,4,8,2,3,6,8,10,8,6,6,10,8,8,5,10,1,8,0,0,0,0,1,0,0,0,3,3,3,3,3,2,3,3,3,2,15,2,3,2,1.078592837,10017030
42,2,1,1,3,1,5,5,0,3,6,10,10,10,5,3,0,0,5,0,1,5,0,0,0,0,0,0,0,0,2,1,1,2,2,2,3,2,1,2,15,2,5,2,.520397705,65000140
85,1,2,1,4,4,8,5,0,8,7,8,8,7,8,8,5,6,8,5,1,8,0,0,1,0,0,0,0,0,2,2,3,3,1,3,3,2,2,1,15,2,1,3,.994498284,65000030
66,1,2,3,3,4,8,6,0,8,8,7,8,6,0,6,3,6,9,6,1,8,1,0,0,0,0,0,1,0,2,1,3,3,2,3,4,4,3,2,5,2,3,3,.601118281,68000040
69,1,1,2,2,4,8,4,2,7,8,7,5,7,8,8,7,7,3,6,1,6,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2,3,2,2,15,2,3,3,.601118281,68000010
54,1,3,2,3,4,5,5,0,7,8,8,8,8,8,7,8,8,8,8,1,7,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,2,2,2,15,2,4,1,1.36094225,66000090
56,1,1,2,1,2,7,5,0,5,5,5,5,1,1,5,5,7,7,5,1,5,0,0,0,0,0,0,0,0,3,2,2,3,2,2,3,3,1,2,15,2,4,1,.960301923,10008030
44,1,4,4,3,3,5,3,3,6,7,7,6,5,3,5,3,5,3,2,1,3,0,1,0,0,0,0,0,0,1,2,1,1,2,2,3,3,1,2,5,1,5,1,1.020095911,10009030
29,1,2,2,1,4,6,3,2,6,6,6,3,6,7,6,6,5,7,6,1,6,1,0,1,0,0,0,0,0,2,1,3,3,3,3,3,3,3,2,15,1,6,1,1.190119201,10009140
46,2,1,1,1,2,5,5,0,5,5,5,5,5,5,5,3,0,5,5,1,5,0,0,1,0,0,0,1,0,2,1,2,3,3,2,3,3,2,3,5,2,5,2,.69983392,66000170
37,1,2,4,1,4,5,2,3,5,5,6,4,7,8,8,5,2,8,8,1,8,0,0,0,0,0,0,0,0,3,1,2,3,2,2,2,4,2,3,5,1,6,2,.934913921,66000190
80,1,3,6,3,2,6,4,2,7,8,7,6,5,7,5,5,3,3,7,1,6,0,0,0,0,0,0,1,0,2,2,2,3,1,3,3,3,1,2,5,2,1,3,1.337407191,66000180
72,1,2,5,3,4,7,5,0,6,7,7,8,5,7,8,3,3,7,8,1,6,0,0,0,0,0,0,1,0,2,2,2,3,2,2,3,3,2,1,5,2,2,3,1.10605103,10007100
52,1,3,2,2,4,7,2,4,8,10,9,9,9,9,9,10,9,9,9,1,9,0,0,0,0,0,0,1,0,1,1,1,2,2,1,3,3,1,2,15,2,4,3,.584515668,66000030
53,2,3,1,2,4,8,0,5,8,9,5,9,6,5,7,4,3,9,7,1,8,0,0,0,0,0,0,1,0,1,1,1,1,1,2,3,3,2,5,15,2,4,1,1.128362925,67000210
38,1,2,2,2, ,5,3,2,2,3,5,5,0,2,5,6,4,6,3,1,3,0,1,0,1,0,0,0,0,1,1,1,1,2,3,3,3,3,2,5,1,6,1,1.149548747,10010130
61,1,2,6,4,4,7,5,0,5,6,5,6,5,5,7,7,6,5,5,1,5,0,0,0,0,0,0,1,0,1,1,2,3,3,1,3,3,2,2,15,2,3,2,1.155889487,64000040
45,1,5,2,3,4,6,3,2,5,2,5,3,1,3,4,7,3,3,6,1,2,0,0,0,0,0,0,1,0,2,2,1,3,3,3,3,3,2,2,15,1,5,2,.664402537, 
47,1,2,3,3,4,6,6,0,5,8,8,8,6,9,9,8,2,5,9,1,9,0,0,0,0,0,0,0,0,2,1,1,3,1,1,4,4,1,1,15,2,5,2,.560057007,10020020
86,1,6,5,4,2,8,3,3,8,8,8,8,8,8,8,8,8,8,8,1,8,1,0,0,0,0,0,0,0,2,2,2,3,1,1,3,3,1,1,15,2,1,3,1.146513246,10013010
28,1,5,1,2,4,7,2,3,6,6,6,6,5,6,6,6,5,6,6,1,5,0,0,0,0,0,0,0,0,2,2,2,3,2,2,3,3,1,5,15,1,6,3,.761071185,64000310
82,1,4,5,3,4,7,4,2,1,5,4,4,3,5,6,4,3,2,7,1,3,0,0,1,0,1,1,1,0,1,2,2,2,1,2,3,2,1,1,15,1,1,3,1.789497617,10015010
89,1,2,5,3,2,2,5,0,7,7,7,6,8,9,10,5,5,9,9,3, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,5,1,1,1,2.651397005,65000050
33,1, , , ,3,10,3,2,10,6,10, ,0,8,5,8,0, ,9,2, ,0,0,0,0,0,0,1,0,1,2,3,4,1,4,3,3,3,2,15,1,6,1,2.580272251,63000110
30,1,5,2,2,4,7,3,3,7,8,6,8,8,7,8,7,8,7,7,3, ,0,0,1,0,0,0,0,0,3,3,2,4,3,4,4,3,4,2,15,1,6,1,1.225704963,68000060
28,1,5,2,1,2,6,2,3,5,5,6,5,5,0,9,9,5,10,10,3, ,0,0,0,0,0,0,0,0,1,1,1,1,2,3,2,4,2,4,15,1,6,1,1.216976095,65000020
28,1,3,6,2,4,3,3,3,3,3,2,6,3,5,5,5,8,5,5,3, ,1,1,0,1,0,0,0,0,3,1,2,3,2,2,3,3,3,2,15,2,6,1,1.327220182,10004040
86,1,3,2,5,4,7,5,0,7,6,8,7,5,6,8,5,5,9,8,3, ,0,0,0,0,0,0,0,0,3,3,3,4,2,4,4,4,3,1,5,1,1,2,1.514623618,65000080
87,1,4,2,3,4,8,3,2,6,6,5,6,8,10,7,2,5,8,4,3, ,0,0,0,0,0,0,0,0,3,2,3,3,2,3,4,3,1,1,5,1,1,2,1.514623618,65000020
88,1,4,5,4,4,7,3,3,7,8,7,8,7,7,8,8,7,6,7,3, ,0,0,0,0,0,0,0,0,3,2,3,3,2,2,4,4,3,1,5,1,1,2,1.514623618,65000060
86,1,6,3,5,5,8,3,2,6,7,6,7,5,7,6,5,6,5,5,3, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,4,3,1,5,2,1,2,1.322749303,65000050
87,1,6,2,4,4,8,4,1,9,9,10,8,6,8,8,7,8,8,6,3, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,4,2,1,5,2,1,2,2.804536043,63000120
86,1,4,3,4,2,6,3,3,7,6,8,5,5,4,6,5,4,5,7,3, ,0,0,0,0,0,0,0,0,2,1,2,3,1,2,3,3,2,1,5,2,1,2,1.322749303,65000060
86,1,2,2,2,2,6,5,0,8,7,7,10,6,6,10,3,5,7,10,3, ,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,1,5,2,1,2,1.332236838,68000010
81,1,2,2,3,4,4,6,0,3,5,5,4,4,4,5,3,0,4,3,3, ,0,0,0,0,0,0,0,0,3,2,2,2,1,2,3,4,1,1,5,1,1,3,1.138757424,65000070
