"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v41","vI1","sexgp","agegp","edugp","weight","t"
74.71,1,3.25,3,2,4,7,4,2,5,5,6,7,4,7,5,4,3,6,6,1,5,0,0,0,0,0.0299999999999999,0,0,0,2,2,2.41,3,3,2,3,2,3,1,25,1,2,3,1.47495136206,10007100
70,1,6,5,3,2,6,3,3,5,8,5.5,6,5,8,5,2,5,4.79,3,1,5.445,0,0,0.07,0,0,0,1,0,1,1,1,2,1,1.47,2,4,1,1,25,1,2,3,1.46405181849,66000080
64,1,6,2,3,4,5,5,0,2,6,2,2,3.11,5,3,7,0,2,4,1.53,5,0,0,1,0,0,0,1,0,2.21,2,2.38,3,3,2,3,4,2.19,6,25,2,3,3,0.566348503,10008030
66,1,2,6,2,2,8,4,2,8,7.27,6,5,6,7,9,7,9,10,9,1,6,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,2,1,25,2,3,3,0.566348503,10008020
67,1,3,3,2,1,10,3,2,5,4,5.385,6,3,8,6,5,6,3,5.25,1,5.47,0,0,0,0.02,0,0,0,0,2,1,1,2.22,2,1,2,2.49,3,2,25,2,3,3,0.593749827,10007100
55.16,1,2,4,1,4,7,2.49,0,7,5,7,6,6,7,8,8,8,7,7.56,1.7,7,0,0.00999999999999997,0,-5.42621503285545e-17,0,0,1,0,3,3,3,3,3,3,4,3,2,2,25,2,4,2.39,0.584515668,66000040
45.46,1,2,5,3,4,8,6,0,8,8,8,8,5,8,8,8,8,8,7.93,1,8,0.0299999999999998,0,0,0,0,0,0,0,2,2,2,3,2,2.49,3,3,2,2,25,1,5,1,1.202562428,10013050
59.13,2,2,3,1,2,3,3,2.93,2,6,5,6,10,10,5,5,10,10,5,1,10,0,0,0,0,0,0,0,0,2,2,3,3,2,2,3,2,3,3,39.65,1,3,2,1.04792877,10013360
62.02,1,2,4,3,2,6.32,3,3,5,7,6,8,5,5,6.59,6,6,7,6.42,1,7,1,0,0.14,0,0,0,0,0,2,2,1,2,1.72,2,2,2,2,2.07,38.2,2,3,2,1.155889487,64000130
55.39,1,3.31,3,3,2,5,5,0,6,6.74,7,6,6,7,8,3,6,8,8,1,6.93,0,0,0,0,1,0,0,0,3,2,3,4,2,3,3,4,2,2,25,2,4,2,0.644582887,67000310
50,1,3.44,6,3,4,8,6,0,5.85,6.06,7,7,3,7,8,2,3,2,8,1,4,0,0,0,0,0,0.00999999999999988,0,0,1,2,3,2,1,3,2,3,2,2,25,2,4,2,0.546078891,10010010
57,1,3,5,5,2,5,5,3.83,8,6,7,8,6,7.34,8,7,6.57,8,8,1,7,0.0199999999999998,-5.93275428784068e-17,0,0,0,0,0,0,2,2,2,2,1.82,2,2.74,3,2,5,25,2,4,2.08,0.666476871,10013130
70,1,4,5,3,3.33,6,5,0,6.07,6.71,6,7,5,7,8,5,5.61,5,7,1,7,0,0,0,-3.62557206479153e-17,0,0.0099999999999999,0,0,3,2,3,4,2.09,1,4,3,3,2,25,1.48,2,3,1.419461498,67000310
77,1,3,2.89,1,4,3,5.43,4.1,3,5,4.89,8,3,2,6.04,6,5,8,8,1.4,7,0,0,0,0,0,0,0,0,2,2,2,3,1,2,2,2,1,1,25,1,2,3,1.853709442,64000110
76.67,1,4,2,3,4,7,2,3,7,8,8,6,6,7,5,6,6,6,7,1,7,0,0,0,0,0,0,0,0,3,2,3,3,3,2.77,3,3,2,1,25,2,2,3,1.239642433,67000050
70,1,6,6,6,4,8,3,3,5,5,7,4,5,8,4,0,3,6,4,1,7,0,0,0,0,0,0,1,0,1,1.34,1,1,1,2,3,3,2,1,25,2,2,3,1.196532695,54411692.2
62,1,5,3,4,2,8,3,2,6,6,7,6.48,7,8,6,5,7,5,6.47,1,7.25,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2.44,2,2,25,2,3,3,0.869046091,64000170
64.72,1,2,2,1,2,10,5,0,7.31,8,10,6,7,7,5,5,5,6.49,5,1,10,0,0,0,0.0199999999999999,0,0,0,0,1,1,1,1,1,1,2.6,3,1.72,1,25,2,3,3,0.869046091,64000090
60,1,6,6,3.31,4,8,3,3,6,6.8,6,7,7,7,6,7,7,6,6,1,7,0,0,0,0,0,0,0.21,0,2,2,2,2,2,2,3,3,1,2,25,2,3,3,0.563769249,10010100
53,1,3.44,5,4,4,7.29,2,4,7,9,8,6,7,7,8,9,8,9,7.4,3,7.84,0,0,0,0.02,0,0,0,-6.30051566474776e-17,4,4,3,3,2,4,3,3.12,2,2,25,2,4,1,1.011998995,65000070
49,1,2,2,4,4,7,4.95,3,4,7,7,4,4,8,6.13,6.15,6,5,4,3,6.2875,0,0,0,-4.57273108267486e-17,0,0,0,0,3,3,3,3,3,3,3,3,3,2,25,1.75,5,1,0.910972798,65000050
46,1,6,6,3,2,6,3,3,5.36,6,5.665,8,5,5,2,6,5,5.32,5,2,5.905,0.0499999999999999,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,1,5,25,2,5,1,0.917506831,68000050
38,1,3.66,3.73,2.37,4,8,2,1.54,6,6.09,8,8,5,5,8,5,6.28,8,6.53,3,7.02,0.16,0,1,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,25,2,6,1,1.062808121,65000010
57.9,1,3.46,6,2.52,2,5,4,3.18,5,7,8,9,9,8,8,8,8,7,10,3,8.18,0,0,0,0,0.08,0,1,0,2,1.78,2,3,1.92,2,2,2,3,2,25,2,3,2,0.88578355239,63000030
55.05,1,2,2,2,2,6,4,2,7,7,6,6,5,5.65,5,5,5,7,3,3,6.07,0,0,0,0,0.02,0,1,0,2,2,1.93,2,1,2,3,4,1,1,25,2,3.87,2,0.793833719,65000020
40,1,2,2,3,2,8,3,2,9,8,8,8,6,8,8,8,9,7,7,3,7.49,0.25,0,1,0,0,0,0,0,2.56333333333333,3,3,3,2,3,3,4,2,2,25,1,5,2,0.600159179,68000020
80,1,3.09,2,4,2,7,4,2,5,7,3,7,2,5,7,7,3,2,5.99,2,5.39,1,0,0.08,0,0,0,1,0,2,1,2,2,1,1,3,4,1,1,25,1,1,3,1.138757424,65000140
82,1.01,2,3,2,4,10,3,2,9,10,9,9,6.99,6,8,6,7.17,8,6,2,7.52,0,0,0,-5.11743425413158e-17,0,0,0,-6.25801493958633e-17,2,2,2,3,1,3,4,3.49,2,1,25,2,1,3,2.108567569,63000050
42,1,3,6,2,4,7,3,1.86,6,8,7,6,6,6.61,7,6,6.4,5,8,3,6.68,0,0,0,0,1,0,1,0,2,2,3,3,2,2,3,3,2,2,25,2,5,3,0.829555322,63000100
29,1.09,5,6,1,4,6,5,0,8,6,6,5,4,3,5,5,8,8,9,3,7.09,0.0299999999999999,-2.24820162486594e-17,0,0,0,0,0,0,2,2,2,3,2,3,2.85,3,2,5,25,2,6,3,0.736064004,10018010
73,1,3,6,1,2,5,5,1,6,7.01,9,8,6,6.66,8,8,9,10,10,2,7.34,0,1,0,0,0,0,0,0,2.9,3,3,2.99,3,3,3,3.08,3,1,25,1,2,2.08,2.812717712,10008010
32,1,5,4,4,3.38,8,3,2.07,8,6.8,7,5,6,6,7,7,6,7,5,3,6.87,0,0,0,0,0,0,0,0,3,2,2,3,2,3,4,4,2,2,25,1,6,1,1.15480795,10008040
38,1,6,5,3,2,5,3.67,0,6,6,6,5,7,7,6.08,5.39,5.42,6.24,5,3,6.47,0.0499999999999999,0,0,0,0,0,0,0,2,1.69,2,1,1,2,2.69,3,2,2,25,1,6,1,1.63659667,66000080
72,1,2,2,1,2.7,7,4,2,5,7,4,5,3,5,5,5,5,6,4,3,5.54,0,0,0.00999999999999998,0,0,0,0,0,2,2,2,2,1,1,3,4,1,1,25,1,2.1,3,1.2664917,10007020
60,1,2,4,2.38,2,10,0,5,9,8,7.45,6,6,6,6,6,5,10,8,2,7.61,0,0,0,0,0,0,0,0,1.28,1,1,1,1,3,3,3,1,2,25,2,3,2,0.885112082,43284621.5
41.53,1,6,6,2,2,7,5,0,9,7,8,9,8,7,7,6,7,8,6,3,7.8,0,0,0,0,0,0,1,0,1,1,2,2,1,3,3,1,1,5,25,2,5,2,0.757743368,64000090
53,1,6,6,3.29,3.2,5,0,5,10,10,10,7,7,7,8,6,9,10,10,3,8.21,0,0,0,0,0,0,1,-5.11136272196566e-17,1,2,2.05,2,1,2.33,3,2.77,2.17,2,25,2,4,3,0.484624391,67000270
43,1.01,2,2,2,3.64,7,3,2,6,7,6,6,7,7,8,7,6,7,7,3,6.85,0,0,0,-5.52682899446211e-17,0,0,0,0,3,2,3,2.99,3,3,3,3,2,2,25,1.79,5,3,0.436245134,67000310
81,1,3,5,6,4,8,6,0,7,7.15,7,7,7,7,8,5,6,7,7,1,7,0,0,0.08,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,35,1,2.85,1,1.77111651652,65000110
54,1,3.17,4,2,4,7,5,0,8,10,6,7,5,5,5,6,5,6,5,1,5,0,-6.05765437811101e-17,0,0,0,0,0,0,2,2,2,2,2,1,3,4,2,2,35,1,4,1,1.16710831,68000080
49,1,2.63,2,1,4,5,3,2,5,5.73,5,5,4,5.1,8,5,5,3,5,1,6,0,0,0.09,0,0,0,1,0,2,1,2,2,3,2.3,4,4,1,2,35,1,5,1,1.043115965,65000130
73.34,1.01,6,5,3,4,7,3,2,4,5,4,5,3,7,6.53,4.83,3,5,6,1.1,7,0,-6.63358257213531e-17,0,0,0,0,0,0,2,2,2,2.3,2,2,3,3,2,1.56,35,1,2,2,1.693278498,65000010
68,1,2,2,3,2,7.1,5,0,7,10,7,6.6,6,4,8,5,6,0,5,1,7,0,0,0,0.02,0,0,0,0,3,3,3,3,2.19,4,4,4,2,1.96,35,1,3,2,0.915504793,41013968.5
63,2,2,2,4,2,5,5,1,10,5,5,5,7,6,6.28,5.2,5,6,5,1,7,0,0,0,0,0,1,0,0,1,1.8,3,1,3,2.24,2,1,2,3,35,1,3.28,2.2,0.829232069,10002010
67,1,4,3.43,5,2,7,4,1,5,6,4,3,3,5,2,0,0,6,0,1,3,0,0,0,1,1,1,1,0,1,1,1,2,1,1.64,3,3,1,1.89,35,1,3,2,0.908985019,65000010
62.35,1,3,4,3,3.59,8,3,2,8,7,7,8,8,8,7,7,7.16,7.145,7,1,8,0,0,0,0,-2.66592303788116e-16,0,0,0,2,3,2,2,2,2.39,3,3,2,2.19,35,1,3,2,0.915504793,68000010
63,1,6,5,3,4,7,3,3,5,5,5,7,5,6,7,5,5,5,5,1,6,0,0,0,0,0,0,0,0,2,2,3,3,1,3,3,3.07,2,2,35,2,3,2,1.68311204,63000100
62,1,4,2,4,4,2,5,4.09,8,7,7.75,8,7.33,8,6,6,8,8,8,1,8,0,0,0,0,0,0,0,0,1.68,1,2,3,1,2,3,2,2,5,35,2,3,2,0.793833719,65000160
59,1,2,2,3,4,7,3,2,7,7,6,6,4,6,8,7,6,7,6,1,7,0,0,0,0,0,0,0,0,3,2,2,3,2,2.495,4,4,2,2,35,1,4,2,0.661968353,65000070
56,1,1,3,1,2,7.24,5,0,5,8,7,7,7,4,8,6.21,7,8,5,1.5,8,0,0,0,-5.07233144375618e-17,0,0,1,0,1,2,1,3,2,3,3,3,2,1,35,2,4,1.93,1.225726368,63000040
47.17,1,3.49,6,2.54,4,6,3,2,7,4,7,6,5.32,4,6,8,6,6,7,1.77,6,0,0,0,0,0,0,0,0,1,1,2,3,1,3,3,1,1,4,35,1.57,5,2,0.595885141,65000060
44,1,6,2,3,2,10,5,3.56,5,7,7,8.01,7,9,10,10,10,7,7.74,1,8,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3.09,4,2,2,35,1,5,2,0.543603093,10002020
80,1,6,2,3,4,6,4,2,7,6.94,7,7,6,6,6,4,6,7,7,1,7,0,0,0,0,0,0,0,0,2,2,2,2,2,2.2,3,3,3,1,35,1.38,1,3,2.108567569,63000090
78,1,4,3,3.15,4,8,5,0,7,7,7,7,7,8,8,7,7,8,7,1.04,5,0,-6.39072128549856e-17,0,0,0,0,1,0,3,3,3,3,2,3,3,3,2,1,35,2,2,3,1.41671147235,50042543.5
71,1,2,3.42,6,2,7,3,1.41,6,6,6,6,6,7,8,5,6,7,7,1,6.6,0,0,0,0,0,0,0.4,0,2,2,3,3,2,2.56,3,3,2,2,35,2,2,2.83,1.111802656,65000140
71,1,2.95,2,3,2,5,4,1,7,9,6,6,5,5,7,6,5,9,8,1,4,0,0,0,0,0,0,1,0,1,2,2,2,3,1,3,3,1,1,35,2,2.1,3,1.014254798,10002010
73,1,5,5,3,2,8,3,2,6.52,7,7,7,7,9,6.91,6.43,6,6.2,6.63,1.19,7,0.23,0,1,0,0,0,0.51,0,2,1,2,2.32,1,1,2,3,1,2,35,2,2,3,1.119777158,68000010
66,1,2,5,3,4,8,3,3,7,7,7.26,8,8,8,7.79,7,7,7,8,1,7,0,0,0,0,0,0,0,0,3,3,2.96,3,2,3,3,3.15,3,3,35,2,3,3,0.596837413,65000010
68,1,3,4,3,4,6,4,2,5,7,6,7,6,6,6,5,6,5,7,1,7,0,0,0,-5.71764857681956e-17,0,0,0,0,2,2,3,3,2,2,3,3,2,3,35,2,3.05,3,0.601118281,68000040
60,1,2,3,3,2,8,3,1.33,5,6.71,5,6.55,7,7,8,7,5,7,3,1,7,0,0,0,0,0,0,0,0,1,4,3,2,1,3,4,4,4,1,35,2,3,3,0.601118281,68000010
66,1,5,3,4,4,6,5,0,8,7,5,7,6.22,8,8,5,7,3,5,1,7,0.0399999999999999,0,0,-5.54417622922188e-17,0,0,1,-5.17641485231479e-17,2,2,2,2.41,2,2,2.94,3,1,1,35,2,3.08,3,0.596837413,65000140
69,1,2,2,3.59,2,3,5.31,3,4,5.51,3,2,4,6,5,4,3,1,4,1,6,0,0,0,0,1,1,1,0,1.74,2,2,2,1,2,3,3,1,2,35,2,3,3,0.596837413,65000030
57,1,2,3.41,3,3,7,5,0,8,7,7,6,7,5,7,2,5,6.13,5,1,6.79,0,0,0,0,0.00999999999999989,0,0,0,2.36,2,3,3,3,3,3,3,3,1,35,2,4,3,0.434646855,65000030
55,1,3,2,4,2,7,3,3,6,5,7,6,6,7,7,5.72,5,3,5,1.13,5,0,0,0,0,0.03,0,1,0,3,2,2,3,2,2,3,3,2,2,35,2,4,3,0.437764397,68000050
59,1,2,2,2,2,7,3,1.52,7,8,8,6,7,7,8,8,8,9,8,1,8,0,0,0,0,0,0,1,0,1,1,1,2,1,3,3,3,1,2,35,2,4,3,0.542781021,10004010
47,1,2,2,2,4,7,3,2,7,10,8,10,9,8,10,9,8.01,9,5,1,10,0,0,1,0,1,0,0.49,0,1,1,1,2.33,2,3,3,4,3,2,35,2,4.73,3,0.829555322,63000070
69,1,6,3,3,4,7.28,5,0,7,7,7,6,6.94,10,8,5,5,7.205,8,1,8,0,0,0,0,0,0,0,0,3,3,3,3,2,4,3,3.15,2,2,35,1,3,1,2.102149929,10005040
72.62,1,6,4,3.04,4,5,6,0,0,5,3,4,2,6,4,7,3.16,10,5,1,3,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2.8,3,1,1,35,1.33,2,2,1.684518757,10007010
69,1,6,2,3,3,7,2,4,6,7,8,7.29,6.83,8,7,6,6,8,6,1,7,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,35,1,3,2,0.88892504,10009010
52,1,2,2,3.3,4,5,3,2.77,6,7,6,7,6,6,6,7,6,5,7,1,6,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2.9,2,2,3,35,1.48,4,2,0.76374252,10005110
47,2,2,4,3,4,5,4,2.98,7,6,8,5,3,5,3,8,3,4.97,6,1,5,0,0.06,0,0,0,0,0.32,0,1,1,3,3,2,2.37,1,2,2,2,35.65,1,5,2.2,0.801349871,45103230.3
48.96,1,1,2,5,1,2,2,3,3,3,3,3,3,3,2,2,0,3.16,3.93,1.7,2,0,0,0,0,0,0.03,0.4,0,1,1,2,2,2,1,2.26,2,1,3,35,2,5,2,0.687499359,10005010
77,1,5,5,2,5,8,3,3,8,9,8.48,10,8,8,9,8,8,7,10,1,9,0,0,0,0,0.0599999999999999,0,0,0,3,3,3,3,4,3,3,4,4,2,35,1,2,2.51,1.712042361,66000130
78,1,4,3,4,2,7,5,0,8,7,8,7,8,9,5,4,6.35,6.44,9,1.12,7,0,0,0,0,0,0,0,0,1,3,3,3,3,3,4,1,2.44,1,35,1,2,3,1.712042361,66000180
74,1,2,3,4,4,7,4,2,7,7,7,7,7,7,7,7,6.68,5,7.1,1,7,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,3,3,2,35,1.57,2,3,1.495158806,66000080
70,1,2,6,4,2,8,5,0,5,5,5.13,8,3,5,5.59,3,3,5,5,1.1,5.26,0,0.05,0,0,0.13,0,1,0,1,1,1,1,1,1,2,2,1,2,35,2,2,3,1.42337805228,46463551.2
67,1,3,3,1,4,7,4,2,5,6,6,6,5,6,4,5,5,4.96,4,1,5.46,0,0,0,0,0,0,1,0,2,2,2,3,1.89,2,2.58,2,2,1,35,1,3,3,0.919057827,66000050
66,1,3,6,3,4,8,3,2,7.04,7,7,8,7,5,9,7,7,7,7,1,7,0,0,0,0,0,0,1,0,3,2,3,3,3,3,3,3.2,2.47,2,35,2,3,3,0.802630492,53241873.8
64,1,6,5,6,3.53,8,5,0,7,7.34,7,5,7,7,7,8,7,3,7,1,8,1,0,0,0,0,0,1,0,2,1,2,3,2,3,3,3,1,2,64.3,1.46,3,3,0.802630492,66000080
66,1.04,6,3.8,6,2,10,3,3,8,8,5,10,5,6.44,5,4,5,7,5,1,6.48,1,0,0,0,1,0,0,0,2,1,1,1,2,2,2,2.34,2,2,35,2,3,3,0.593749827,39404499.8
58,1,3,4,4,4,7,2,3,7,7,7,8,7,7,8,7,7,6,7,1.08,7,0,0,1,0,0,0,1,0,1,1,2,3,1.69,3,4,4,3,1.86,35,1.6,4,3,0.472271178,10008010
55,1,4,4,3,4,8,3,2,7.3,7,8,7,6,7,8,7,7,5,8,1,7,0,-6.53643805748061e-17,0,0,-1.46063716677247e-16,0,0,0,2,2,2,3,1.76,3,3,3,2,2,46.5,2,4,3,0.412443305,10008030
56,1,4,5,2,4,7,3,2,7,7.02,7,6,7,6,7.16,5,7,8,7,1,7,0,0,0,0,0,0,0,0,2,2,2,3,2,4,3,3,1,2,35,2,4,3,0.432398321,10007010
84,1,5,2,2,4,6.68,6,0,6,7,7,7,6,6.5,6,6,7,5.93,8,1.19,6,0,0,0,0,0,0,0,-6.22765727875674e-17,3,3,3,4,2.19,2,3,3,2,1,35,1,1,2.61,2.633420364,49162709.6
70,1,2,4,3,4,7,3,3,7,8,8,7,7,7,8,7,7,5,7.41,1,7,0,0,0,0,-1.37251321419285e-16,0,0,0,3,3,3,4,2.21,3,3,4,2,2,35,1,2,2,2.46555767,64000030
62,1,2,3,3.37,4,7.42,2,4,8,8,7,8,7,7,8,8,8,6,8,1,7,0,0,0,0,0,0,1,-6.4401609045639e-17,2,2,3,3,2,3,3,3,3,2,35,2,3,2,1.155889487,64000080
52,1,2,3,2,4,5,5,4.23,5,5,5,5,5,7,5,5,5,5,7,1,7,0,0,0,0,0,0,0,0,2,1,3,2,2,1,4,4,1,1.95,35,1,4,2,0.738084278,67000130
53.6,1,6,2,5,2,8,3,3,5,7,6,3,4,6,6,1,3,5,5,1,7,0,0,0,0,0.00999999999999985,0,0,0,1,1,2,2,1,2,3,2,1,3,35,1,4,2,0.625291568,10010120
58,1,2,3,1,4,6,4.55,3,6,7,7,7,7,6,8,7,6,6.6,7,1,7,0,0,0,0,0,0,1,0,2,1,2,3,2,1,3.22,4,1,2,35,2,4,2,0.644582887,55591918.7
45,1,5,4,1,2,5,3,3,6,5,5.58,6,3,5,5,4.92333333333333,4,4,6,1,6,1,0,1,0,0.13,0,0,0,2,1.715,2,3,3,2,3,4,2,2,35,1,5,2.32,0.664402537,67000020
46,2,5,3,4,4,10,3,2,7.61,8,10,10,7,8,8,8,5,8,8,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,1,3,2,2,2,35,1,5,2,0.867659502,49473275.9
48,1,2.85,3,3,4,7,5,2.93,7,9,7,5,7,9,8,7.03,7.26,8,7.42,1,7,0,0,0,0,0,0.0199999999999999,1,0,3,1,1,4,3,2,3.04,3,2,2,35,2,5,2,0.66855946647,67000320
80,1,5,2,2,4,7,5,3.52,3,5,5,3,3,7,5,5,5,7,10,1,5,0,0,0,0,0,0,0,0,3,3,3,4,2,2,3,3,2.31,1.17,35,1.43,1,3,1.658127771,64000120
77.92,1,3,2,2,4,7,3.88,3,8,7,5,7,5,7,7,7,6,5,7,1,6,0,0,0.04,0.00999999999999994,0,0,0.29,0,2.38,1,3,3,2,2,2.83,2,2,1.2,35,1,1,3,1.269696575,67000270
71,1,2,3,3,2,7,3,2,3,6.16,7,8,6,7,7,6,5,3,4,1,5,0,0,0,0,0,0,0,0,2,1,1,3,2,1,3,3,1,2,35,1,2,3,1.419461498,67000270
72,1,4,6,3,3.12,7,4,2,6.44,6,7,9,7,8,9,3,5,3,7,1,7,0.00999999999999979,0,0,0,0,0,0,0,2,1,2,2.3,2,2,3,1,1.72,1.66,35,1,2,3,1.853709442,64000230
79,1,2,2,4,4,7,3,3,6,6,7,6,7,7,6,3,5,6,5,1,7,0,1,0,0,0.0299999999999999,0,0,0,1,2,2,2.07,1,2,3,4,2,1,35,2,2,3,1.196532695,10020010
66,1,2,3,3,4,7,3,3,7,6,6.82,7,6,7,7,7,7,6,6,1,7,0,0,0,0,0,0,0,0,3,2,3,3,2,3,3.06,3,2,2,35,1,3,3,0.995107487,64000080
61,1,2,2,3,4,3,1,4,5,5,5,7,6,7,7,6,5.72,6,6,1,7,0,0,0,0,0,0,0,0,3,3,2.93,3.03,2,3,3,3,2.39,1.84,39.9,2,3,3,0.869046091,49927618.5
68,1,4,2,3,3,8,2.03,0,6,6,8,10,7.62,8,8,6,8,10,8,1,8,0,0,0,-5.41927613895155e-17,0,0,0.33,-5.83821185839994e-17,2,2,2,3,2,1,3,2.94,1,2,35,2,3,3,0.869046091,48053147.8
63,1,6,3,3,2,6.62,3,3,5,8,6,6,7,7,5,4,5,7,6,1,6.51,0,0,1,0,0.22,0,0.68,0,1,2,2,2,1,3,3,4,1,3,35,2,3,3,0.642322155,10020020
65.29,1,2,3,5,2.77,7,3,2,5.84,5,6,7,6,7,7,5,5,5.09,7,1,6,0,0,0,0,0,0,0.34,0,1,1,2,2,1,2,2.85,3,1,2,35,2,3,3,0.70346567562,10010050
59,1,5,5,2,2,6,3,3,6,6,6,6.04,6,6.14,5,6,6,5,6,1,6,0,0,0,0,0,0,0,0,2,2,2,4,2,2,3,3,4,2,35,1,4,3,0.554922649,67000350
55.5,1,2,6,5,2,6,4.12,3,5.14,5,5,5,5,8,6,5,5,5,5.57,1,6,0,0,0,0,0,0,0,0,2,1,2,2,1,2,3,3,2,2,35,1,4,3,0.573771223,10013360
57,1,2,3,3,4,4,3,3,7,6,7,8,7,7,7,4,5,5.4,8,1,6,0,0,0,0,0,0,1,0,2,2,2,3,1,2,3,3,2,2,35,2,4,2.7,0.484624391,67000360
57,1,2,2,3,3.07,7,0,5,5,8,7,8,5,7.4,8,8,8,3,8,1.24,10,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,3,2,5,35,2,4,2,0.795504923,10014030
71,1,3,2,3,2,3,3,3,5,6,6,6,5.21,6,6.37,6,6,7,7,1,5,0,0,0,-5.086209231564e-17,0,0,0,-6.05245020768308e-17,2,3,2,3,1,3,3,4,1,1,35,1,1.91,3,1.75181289,10014010
44,1,3.36,2,4,4,8,3,2,7.05,7.26,7,7,6,8,7,5,8,6.91,7,3,7.31,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,2.88,2,2,35,2,5,2,0.520397705,65000030
32,1,2,2.79,2,2,6,5,4.55,5,7,7,7,6.3,5,6,6,7,7,8,3,6.9,0,0,0,0,0,0,0,0,2,2.09,3,3,3,2.7,3,3,2,2,35,1,6,2,0.868160703,10004050
39,1,6,4,3,2,6,4,2,8,7,7.83,6,7,8,7.6,8,8,9,9,3,8.05,0,0,1,0,0,0,0,-5.16687387319692e-17,2,2,2,3,2,2,3,1,2,2,35,2,6,2,0.607134382,65000010
64,1,5,3,2.87,2,7,2,3,7,8,7.08,7.26,7,7,8,6,6,6.55,7,3,7.1,0,0,0,0,0,0,0,0,1,2,3,3,1.8,3,3,3,3,1,35,1,3,3,1.448994399,63000030
22,1,2,5,4,4,8,2,1.73,8,8,8.04,8,7.36,8,6,7,8,7,9,2.41,7.92333333333333,0,0,0,0,0,0,0.23,0,2,2,3,4,1,4,4,3.01,4,5,35,2,6,3,0.416419145,10002010
58,1,3.75,4,6,4,3,3,3,2,8,3,1,0,6,5.15,8,5,6,3,3,4.85,0,0,0.16,0,0.19,0,1,0,2,2,2,2.25,2,2,4,4,1,1,35,1.49,4,2,0.79076628334,47253056
36,1,3,3,2.56,2,8,3,2,8,8,8,7,7,8,7.32,6,7,8,6,3,7.65,0,0,0,0,0,0,1,0,2,1,2.39,3,2,3,3,3,2,2,35,1,6,3,0.702907413,66000080
46,1,5,5,1,4,7.63,2,3,8,8,8,6,7.15,8,8,8,8,9,9,1.58,8.04,0,0,0,-4.81559236931162e-17,0,0,0,0,2.87,3,3,3,3,3,3,3,3,1,35,1,5,1,1.518865663,64000030
55,1,3,3.28,4,1,6.17,3,2.39,5,3,5,5,5,7,8,5,5,7,7,3,5.62,0,0.02,0,0,0,0,0,0,1,1,1,1,1,2,3,3,1,1,35,1,4,2,0.963882287,50282670.6
39.6,1,6,4.21,3,4,7,6,0,8,10,9,5,9,9,10,9,8.62,10,8,3,8.58,0,0,0,0,0,0,0,0,3,2.92,4,4,3,4,4,2,3,2,35,2,6,2,0.699938473,10013010
34,1,2,4,3,2,7,2.92,2,7.39,8,7.51,8,7,8,6,8,7,8,7,2.64,7.58,0,0,0,0,0,0,0,0,2,2,3,3,2,2,3,2,2,2,35,2,6,3,0.63909089355,10013010
67,1,3,3,3,3.63,8,3,2,8,7,9,7.27,7.6,8,9,6,8,3,7,3,7.6,0,0,1,0,0,0,1,0,2.02,3,2,2,1.85,2,3,3,4,2,35,2,3,2.7,0.811035306,48323283.4
50,1,3.26,2,3,4,5,3,3,7,7,5,5,6,3,7.51,9,8,10,10,1,7,0,0,0,0,0,0,1,0,3,1.78,2,3,1,3,3,3,1,2,45,1,4,1,1.19297367118,65000130
65,1,2,4,4,4,6.36,3,3,5,7,5,6,5,8,7,7,5,5,8,1,7,0,0,0,0,0,0,1,0,3,2,2,3,2.26,3,3,3.29,3,6,45,1,3.11,2,0.915504793,68000010
56,1,5,2,6,3,5,5,0,5.18,4,6,5.47,5,4,7,5,5,7,6,1,5,0,0,0,0,0,0,0,0,3,2,2.68,3,3,3,4,3,2,1,45,1,4,2,0.661968353,65000020
50,1,6,6,3,2.83,7,3,3,5,7,5,7,5,5,5,5.39,6,6,5,1,7,0,0,0,0,0,0,0,-5.87550841313345e-17,2,1,2,3,2,4,2,4,1,2,45,1,4,2,0.666716379,68000020
56.09,1,2,2,1,2,5,3,3,5,3,5,3,3,4.98,5.76,3,8,8,5,1.27,6,0.0999999999999999,0,0,-5.71764857681956e-17,0,0,0.4,0,2,1,2,2,2,2,3,3,1,1,45,1.34,4,2,0.661968353,65000040
47,1,2,2,2,4,6,5,0,6,5,7,7,5,5,7,5,5,5,7,1,5,0,0,0,-4.45823933326039e-17,0,0,0,0,1,1.79,3,2.57,1,2,2,2,2.04,2.32,45,1,5,2,0.809637369,46503096.9
