"v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v41","vI1","sexgp","agegp","edugp","weight","t"
39,1,5,1,1,3,5,0,0,7,6.27,5,7,7,5,7,7,7,7,8,2,7.56,0,0,0,0,0,0.00999999999999989,0.0599999999999999,0,3,3,4,3.12,2,3,3,3,3,2,15,2,6,1,1.062808121,65000030
33,2,2.48,1,1,4,6.96,3.74,0,5,10,6,5,6,10,0,0,10,6,0,3,6.75,0,0,0,0,0.0499999999999998,0,0,0,3,3,3,3,2.45,3,3,3,2.76,3,5,2,5.17,1,1.444052071,10017030
37.11,1,6,6,4,2,5,0,0,10,10,10,10,8.68,8.62,10,6,10,10,10,3,9.17,0,0,1,0.07,0,0,0.24,0,2,2,3,2,2,3,3.24,4,2,5,36.6,2,6,1,1.070431205,46962957
38,1,2,2,3,2,10,0,0,10,9,9,7,8,7.63,10,9,7,10,7,3,8.66,0,0,0,0,0,0,1,0.00999999999999994,2,1,1.87,3,1.75,2,1,2,1,2,15,2,6,1,2.253400304,63000060
88,1,6,3.74,6,4,7,0,0,8,7,8,9,6,9,8.15,6,7.1,10,7,3,7.17,0,0,1,0,0,0,0,0,3,2.85,3,3,2,3,4,4,3,1.06,5,1,1,2,1.514623618,65000010
84.546,1,5,4,3,4,8,0,0,7,8,7,7,7,5,8,8,8,8,5,3,7.54857142857143,0,0,0,0,0,0,0,-5.45483797020907e-17,3,3,3,3,2,3,3,3,2,1,8.15,1,1,2,1.381732868,10002010
89,1,4,6,4,2,5,1.91,0,10,10,8,5,7.91,10,10,10,10,10,10,3,8.84,0,0,0.3,0.08,0.15,0,0,0,3,3,3,4,1,2.7,3,3,3,1,15,1,1,2,1.87531873978,68000110
87,1,6,5,5,4,9.46,0,0,10,10,10,8,10,10,10,8,10,9.45,10,3,9.49,0,0,0,0,0,0,0,-6.06806271896687e-17,3,3,3,3,2.39,2.95,3,3,2,1,5,2,1,2,1.322749303,65000020
86,1,3,3.26,3,4,7,0,0,6,5,8,6.99,6,6,8,7,4,7,9,3,6.93,0,0,1,0,0,0,0,0,3,2,3,4,1,2.64,4,4,3,1,5,2,1,2.15,1.322749303,51122396.7
86,1,5,2,3.76,4,8,0,0,8,7,8,7,7,8,9,7.3,7,8,7,3,7.50857142857143,0,0,0,0,0.0299999999999999,0,0,0,3,3,3,3,2,2,3,3,2,1,5,2,1,2,2.804536043,63000040
88,1,2,2,3.34,4,8,0,0,6,6.98,7,8,7,9,10,7,5,7,7,3,7.14,0,0,0,-4.70803951380105e-17,0,0,0,-6.03336824944734e-17,2,2.06,2,2,1,3,3.27,4,2,1,5,2,1,2,1.797237745,10017070
65,1.01,2,3,3,4,8,0,0,10,8.1,8,8,5,10,8.64,10,8,10,10,3,8.55,1,0,0,0,0,0,0,0,3,3,3,4,1,2.85,4,3.57,2,2,15,2,3,2,0.793833719,65000050
61,1.03,2,2,1,2,5,0,0,7,7,7,7,7,8,8,7,7.35,10,6,3,7.92,0,0,0,0,0,0,0,0,2,2,2,3,2,2.21,3,3,2,2.13,5,2,3,2,0.799527561,68000050
50.17,1,1,6,1,4,8.18,0,0,10,7,10,0,8,7,9,8,5,6,6,3,7.73,0,0,0,0,0,0,0.35,0,3,1,3,3,3,3,3,3,3,3,15,1,4,2,0.666716379,68000020
54,1,3,3.39,1,4,10,0,0,10,10,10,5,7,10,10,10,8.61,10,10,3,8.9,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,4,1,5,1,4,2,0.899425543,10017070
54,1.33,1,1,1,2.22,0,0,0,10,10,10,10,10,0,10,10,7.04,10,7.78,2,7.706,1,0,0,0,0,0,0,0,4,1,1,1,4,1,1,1,1,1,15,1.58,4,2,0.578109418,65000210
43,1,4,4,1,4,10,0,0,9.35,10,10,10,10,8.68,10,8,10,8,5,3,8.80166666666667,1,0,0,0,0,0,1,0,3,1,1,3,2,2.48,3,3,1,2,58.6,1,5,2,0.600159179,50692916.1
24,1,3.58,3.46,1,4,9,0,0,8,6,8.47,10,8.06,10,9,8,10,10,8,3,8.43,0.0299999999999998,0,0,0,0,0,0,0,3,1.87,2,3,2,2,2,2.52,2,2,21.9,1.67,6,2,1.473993251,63000100
84,1,3,2,2,4,9,0,0,8,7,8,8,6,6,9,7,8,8,7.65,2,7.34,0.00999999999999983,0,0,0,0,0,1,0,3,3,2.92,3.1,2,3,3,3,3,1,5,1,1,3,1.146925262,68000020
80,1,4,3,2,4,7,0,0,7,7,7,8,7,8,8,6,6,5,8,2.23,6.66,0,0,0,0,0,0,0,0,2,3,2.82,3,2,3,3,3,2,1,5,2,1,3,2.108567569,63000080
86,1,5,5,3.73,2,10,0,0,10,10,10,10,8,10,10,10,8,9,10,2.23571428571429,8.99,0,0,0,0,0,0,0,0,2.76,4,4,4,2,1,3.47,4,3,1,5,2,1,3,2.108567569,63000060
76.74,1,3,2,2,4,9,0,0,9,8,8,8,7.22,8,10,10,7,8,8,2,8.01,1,0,0,0,1,0,1,0,2,1,1,2,1,2,3,3.32,1,1,5,1.7,1,3,1.00163141,68000090
86,1,3,2,3,2,7,0,0,9,6.87,8,6,5,6,7,7,5,8,6,2,6.74,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,3,1,1,11.8,2,1,3,0.994498284,65000160
46,1,5,3,3.34,4,10,0,0,8,8,6,8,8,10,10,7.71,8,10,8,3,8.32,0,0,0,0,0,0,1,0,1,1,1,2,1,1,3,2,1,5,15,2,5,3,0.391256773,65000110
46,1,6,6,4,2,10,0,0,10,10,10,2,9,8,7.15,2,8,10,1,3,8.62,0,0,0,0,0,0,0,0,2,1,1,2,1,1.63,2,1,4,2.47,15,2,5,3,0.829555322,63000030
14,1,5,6,3,4,8,0,0,10,7,10,8,8,10,10,10,6,10,10,3,8.72,0,0,0,0,0,0,0,0,1,1,3,2,2,3,1,2,3,2,5,1,6,3,0.84283539,10018010
78.71,1.01,4,4,4,4,5,0,0,10,10,10,10,7,8.43,8,10,10,10,8,3,8.33,0,0,0,0,0,0,0,0,2,2,2,3,1,1,3,4,1,1,5,2,1,1,2.197228865,10008020
66,1,3.85,6,5,4,10,0,0.55,5,10,10,10,5,10,10,10,10,10,10,2,8.67,0,0.03,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,5,15,2,3,1.94,1.318643191,10008110
42,2,1,2,1,2,2,0,0,6,7,5,6,2,7,7,2,5,6.4,8,3,6.41,0.0699999999999999,0,0,0,0,0,0,0,1,3,3,1,2,3,3,1,2,2,5,1.49,5,1,1.378064413,10005030
40,1,2,6,4,4,9,0,0,6,5,6,6,5,8,7,6,6,8,6,2.48,7.45,0,0,0,0,0,0,0,0,2,1,2,2.62,2,3,3,3,2,3,15,2,5,1,1.225081622,66000080
40,1,4,6,2,2,8.66,1.42,0,10,10,10,10,10,10,10,5,5,5,5,3,8,0,0,0,0,0,0,0,0,2,2,2,4,2,2.36,3,3,2.53,2,15,2,5,1,0.906260114,10007030
33,1,6,2,3,4,10,0,0,8.21,8,8,6,8,7.58,8,6,8,8,6,3,8.05,0,0,0,0,0,0,0,0,2.19,1,2.535,3.02,2.12,3,3.05,3,2.37,2,15,1,6,1,1.190119201,10009030
38.7025,1,2,2,3,3.35,10,0,0,6,9,8,10,5,10,10,9,8,10,10,3,8.55,0,0.09,0,0,0.0599999999999999,0,1,0,1,2,3,2.82,2.12,4,3,4,3,2,22.35,1,6,1.6,1.607751682,10005010
33,1,3,2,2.16,4,8,0,1,8,7,7,7.32,8,8,6,8,6,6,7,3,7.35,0,0,0,0,-3.01494940124769e-16,0,0,0,3,2,2,3,2,3,2,3,2,2,15,1,6,1,1.63659667,66000280
32,1,4,2,2,3,9,2.41,0,0,7.91,10,10,10,10,10,10,10,8.2975,0,3,8.3,1,0,0,0,0,0,0,0,3,2.48,2.89,4,4,2,2,4,4,5,15,2,6,1,1.429270665,66000150
17,1,2.85,2,2,4,10,0,1.15,10,10,10,9.35,10,10,10,10,10,10,10,3,9.62,0,0.09,0,0,0.00999999999999985,0,0,0,3.17,2.84,3.16,3.26,2.96333333333333,4,3.55,3.47,3.09,5,15,2,6,1,1.429270665,45773261
27,1,3.28,3,2,2,5,2.33,0,10,3,10,5,5,10,10,10,10,10,8,3,7.93,0,0,0,0,0,0,0,0,3,3,3,3,2.42,3,3,3,2,2,15,2,6,1,1.404079794,10005040
30,1,1,3,2.2,4,10,0,0,9,10,10,7,7.71,7,8,8,8,8,9,3,8.51,0,0,0.00999999999999997,0,0,0,0,0,2,2,3,3,3,3,3,3,3,2,15,2,6,1.08,1.404079794,10005010
81.5,1,6,4,2,4,10,0,0,7,10,7,5,6,10,7,10,7,9,10,2,7.87,0,0,0,0,0,0.00999999999999993,0,0,3,2.71,3,3.28,3,4,4,4,4,1,5,1.4,1,2,2.000974941,10005020
88,1,5,5,2,4,10,0,0,7,8,8,9,7,9,7,7,7,7.33,7.98,2.52,7.16,0,0,0,-4.17027523624824e-17,0,0,0,0,3,3,3,4,2,2,3,2,2,1,5,1,1,2.11,2.036874825,66000170
87,1,2,3.17,3,4,7,0,0,7,8,7.83,7.4,6,6,8,7,7,10,10,3,7.52,0,0,0.07,0,0,0,0,0,2,3,3,2,1,4,2,1,2,1.25,5,1,1,2,2.036874825,66000080
87,1,6,6,4.19,4,10,0,0,9.85,10,10,10,9.14,10,10,10,10,10,10,3,9.63,0,0,0,0.06,0.1,0,0,0,3,4,3,3,2.32,3,4,4,2,1,5,2,1,2,1.255177828,10008010
87,1,4,3,4,4,8,0,0,8,7,9,9,7.23,8,8,7,7.29,7,8,3,7.67,0,0,0,0,0,0,0.13,-5.76535347240892e-17,3,3,3,3,3,2.83,3,4,3,1,5,2,1,2,1.315906399,10007030
87,1,2,2,4,4,7.96,0,0,8,8,7,6,7,8,7,7.19,7,8,7.24,3,7.34857142857143,0,0,0,0,0,0,0,0,3,3,2.94,3,2,3,4,3.68,2,1,5,2,1,2,1.255177828,10008010
86,1,3,4,3.31,4,8,0,0,6.9,6,7,8,5,3,7,5,6,9,7.18,2,6.9,0,0,0,0,0,0,1,0,3,2,2,2,1,3,3,4,3,1,5,2,1,2,1.778841108,66000020
71,1,2,2,2,4,0,0,0,0,3.47,0,4.11,2.41,7,0,5,0,3.37,3.25,2,3.59,0,0,0,0,0,0,0,0,1,1,1,2,1,1.63,3,3,1.45,1.71,15,1.55,2,2,1.471121924,10007110
59,1,6,6,3,2,10,0,0,7,8,8,9,7,10,7,6,7.19,6,2,3,7.63,0,0,0,-3.90659726789977e-17,0,0,0,0,3,2,2,3,2,2.17,3,3.02,2,2.19,15,1.72,4,2,0.777444974,48263239.8
41,1,2,5,2,3.41,8,0,0,8,8,6,8,5,8,7.56,8,6,7,8,2.67,7.33,0,0.00999999999999997,0,0,-2.33077446232244e-16,0,0,0,2,2,2.65,3,3,3,3,3,3,2.41,5,1,5,2,0.592802482,10007220
47,1,6,3,3,4,10,0,0,10,10,8,8,8,8,6,8,7,10,9,3,8.59,0,0,0,0,0,0,1,0,1,1,1,3,1,2,3,2,1,2,15,1,5,2.43,0.801349871,66000090
33,1.21,5,3.25,3,2.64,5,0,0,5,5,7,4,4,6,6,6,6,8,9,2.39,6.89,0,0.03,0,0,0.00999999999999977,0,0,0,2,1,1.9,2.63,1,1,3,3,4,2,5,1,6,2,0.954220938305,66000230
85,1,5,4,4,3.85,8,0,0,10,7,10,8,7,9,10,10,8,10,10,3,8.53,0,0,0,0,0,0,1,0,3,3,3,3,3,4,4,4,3,1,7.45,1,1,2.16,1.531407738,66000060
80,1,4,3,2.55,4,8,0,0,8,7,8,7,7,7.32,8,6,7.01,8,7,1.62,7.19857142857143,0,0.00999999999999997,0,0,0,0,1,0,3,3,3.01,4,2,2.89,4,4,3,1,15,1,1,3,1.531407738,54872187.4
64.645,1,3.57,4,3,3.52,9,0,0,8,7,8,7,7,7,7,8,7,7.63,8,3,7.46,0,0,0.05,0,0,0,0,0,2,2,2,3,1,2,3,3,1,2,15,2,2,3,1.10605103,10007210
77,1,2,2,2,2,8.11,0,0,8,6,7,9,6.62,7,8,7,7,6,6,2,7.19333333333333,0.0499999999999999,0,0,0,0,0,0,0,1,1,1,2,1,2,2,2,3,2,5,1.59,2,3,1.44513796226,10009120
52,1,3,5,5,4,8,0,0,10,10,8,8,7,10,10,8,5,10,10,3,8.74,0.0699999999999998,0,0,0,0,0,0,0,1.99,1.93,2,3,2,2,3,3,1,2.19,15,1.68,4,3,0.691642119445,10008020
43,1,6,3.6,3,4,6,0,0,8,8.29,10,10,10,7,9,10,10,10,8,2,8.79,0,0,0,0,0,0,0,0,2,3,3,3,2,3,3,3,4,2,5,1,5,1,1.518865663,64000090
42,1,4,2,1,2,8,0,1.52,5,5,7,5,7,3,7,7,5,7,7,3,7.1,0,0,0,-3.25087179398054e-17,0,0,0,0,1,1.37,1,4,1,1,3,4,4,2,5,2,5,1.44,1.015720308,67000080
86.18,1,4,4,5,4,8.99,0,0,9,10,10,9,8.31,9,9,9,8,9.22,10,3,8.77,0,0,0,0.03,0,0,0,0,4,4,4,4,3,4,4,4,3.05,1,5,1.41,1,2,1.630052483,10020020
88,1,5,2,4,4,10,0,0,10,9,9,8.4,7,10,10,10,10,8,8,3,8.63,0,0,0,0,0.02,0,0.2,-5.57453389005147e-17,3,3,3.13,3,3,4,3.75,4,3,1,5,1,1,2,1.688781456,67000170
87,1,4,3.82,5,4,8,1.71,0,8,9,10,9,8,10,10,7,8,10,10,3,8.24,0,0,0,0.15,0,1,0,0,2,2,2,3,2,3,3,4,2,1.16,15,1,1,2,2.205420952,64000150
88,1,2,2,3,4,7,0,0,6,5,7,8,5,8,8,6,7,9,6,3,7,0,-3.44169137633799e-17,0.08,-3.43475248243408e-17,0,0,0,0,2.62,2,2.81,4,2,2,3,4,3,1,5,1,1,2,1.430704916,10010130
86,1,5,3,6,4,4,0,0,10,8,10,10,5,6.75,7.53,10,5,8,5,3,6.82,0,0,0,0,0,0,0.18,0.00999999999999995,1,1,2.21,3,3,1,3,4,3,1,5,1,1,2,1.430704916,10010050
86,1,2,2,3.45,3.46,8,0,0,8,8,5,5,3,5,10,3,2,7,7,2,6.63,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3.37,3.55,3,1,6.8,2,1,2,1.52493938,10013180
84.1616666666667,1,2,6,4,2,8,0,0,9,7,10,7,6,7,8,8,7,9,9,3,7.63,0,0,0,0,0,0,0,0,2,2,2,3,2,3,4,4,3,1,5,2,1,2,1.926035612,64000050
86,1,4,3.69,5,5,8,0,0,7,9,7,7,8,9,8,6,6.98,8,7.43,2.45,7.33,0,0.00999999999999999,0,0,1,0,1,0,2,1,2,3,1,2,3,4,2,1,5,2,1,2,1.926035612,64000030
56,1,3.32,6,1,4,9,0,0,7.96,8,7.86,9,5,5,7,8,7,7,8,3,7.45,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,2,38.95,2,4,2,0.644582887,67000340
53,1,4,2,1,2,10,0,0,10,5,6,5,5,7,7.6,8,4,10,8,3,7.104,1,1,0,0,0,0,0,0,2,1,2,2,2,2.15,3,3,3,2,23.15,2,4,2,0.666476871,10013040
41,1,3.09,1,2,2,7,0,0,5,8,6,8,7,8,8,5,8,8,8,3,7.82,0,0,0,0,0,0,1,0,3,1,2,3,2.11,3,3,3,2.07,2,15,1,5,2.23,0.664402537,67000270
44,1.12,6,5,2,2,10,0,0,10,10,10,9,10,9,9,3,8,8,8,3,8.75,1,0,0,1,0,0,0,0,4,1,1,4,2,1,1,1,1,2,15,2,5,2,0.757743368,64000040
45,1,6,1,1,3.22,10,1.99,0,8,9,10,7.51,9,7,9,5,8,8,6,3,8.05,0.42,1,0,0,0,0,0,0,1,4,2,1,3,4,3,4,4,2.48,15,2,5,2,0.757743368,64000140
46,1,6,5,4,4,10,0,0.87,6,7.41,7,8,8,7.75,5,10,7,9,8,3,8.14,0,0,0,0.00999999999999993,0,0,0,0,2,2,2,2.68,3,2,2.84,3,4,2,15,2,5,2,0.491564733,10010130
36.66,1,6,6,1,2,9,0,0,10,5,8,7,5,5,8,2,7,7.63,8,3,7.27,1,0.26,0.36,0,0.18,0,0,0.00999999999999996,1,1,2,2,2,2.2,2,2.24,2,2,33.3,1,6,2,0.748184788,41034528.1
38,1,6,5,3,2,10,0,0,10,6.88,8,8,5,5,7.04,6.62,6.62,8,3,3,7.35,0.13,0,0.23,0,0,0,0,-4.50681159058774e-17,3,1.83,2,2,2,2,2,2,2,2,15,2,6,2,0.699938473,10013020
84,1,2,2,1,4,9,1.54,0,7,8,7,8,7,8,9,8,8,8,8,3,7.72,0,0,0,0,0,0,0,0,2.87,3,3,3,3,3,3,4,3,1,5,1,1,2.51,1.269696575,67000370
78.39,1,2,3.02,2.65,2,8,0,0,8,7,8,7,7,8,8,7,9,9,8,1.78,7.78,0,0,0,-3.94476118437126e-17,0.00999999999999989,0,0,0,2.57,2,3,4,2,2,3.29,4,2,1,15,1.57,1,3,1.108849908,67000310
37,1,6,2,2,4,7,0,0,7.33,8,7,7,7.07,8,7,7,7,8,8,3,7.81,0,0,0,0,0,0,0,0,2,2,2.17,2,1,2,2.57,2.38,2.19,2,49.55,1,6,2.77,0.582783482,67000070
26,1,6,2,1,4,9,0,0,9,7.58,6,6.76,6,3,6,8,9,10,10,3,7.8,0,0,0,0,0,0,0,0,1,1,2.21,2.28,1,3,3,3,3,2,5,1,6,1,1.653734433,39425221.3
87,1,6,6,3,1,7,0,0,6.14,7,6,9,5,8,6,8,4,6,4,3,6.38,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2.94,4,1,1,5,1,1,2,1.69843527452,48413806.7
50,2,3.17,1,2.76,2.55,10,0,0,7,7.74,10,0,8,5,6.58,6.53,5,10,5,3,8.04,0.13,0,0.17,0,0.0599999999999999,0,0,0,2,2,1,2,1,1,3,4,2,5,5,1,4,2,1.040248577,10015110
89,1.15,6,5,5,5,10,0,0,10,10,10,10,10,10,10,10,10,10,10,1,9.59,0,0,0,0,0,0,0,0,3,4,4,4,1,4,2,3,3,1,25,1,1,1,5.621578064,63000020
52,2,3,1,3,2,8,0,0,5.05,5,5,5,5,3,7,3,5.36,6.24,0,1,10,0.12,0,0,0.02,0,0,0,0,3,3,3,3,2,2,3,3,2.58,3,30.6,2,4,1,2.145673145,63000030
51,1,2,2,1,2.67,10,0,0,10,10,10,10,10,0,10,10,5,10,8.62,1,8.65,0,0,0,0,0,0,1,0,1,1,2,2,2,1,2.82,3,1.82,3,36.9,2,4.26,1,1.011998995,65000070
41,1,4,4,4,2,9,0,0,7,7,8,8,6.86,7,7,7,7,8,7,1,8,1,0,0,0,0.0299999999999999,0,0,0,2,2,2,2.66,2,4,4,3.45,2,2,25,1,5,1,1.043115965,44383313.9
44.77,1,2,2,4,4,10,0,0,6,8,8,10,8,10,10,10,8,8,7.98,1,8,0,0,0.06,0,0,0,0,-5.78443543064466e-17,2.44666666666667,2,2.78,3.21,3,3,4,3,2.65,5,25,2,5.04,1,0.910972798,65000010
49,1,3,3.36,1,4,7,0,0,8,8,8,7.62,8,7,8,6,7.47,6,8,1,7.72,0.0399999999999998,0,0,0,0,0,0.19,0,3,2,3,3,2,1,3,4,3,3,25,2,5,1,0.831045444,45053751.7
48,1,2,3,2.79,2,5,0,0,7,7,7,7,6,5,5,6,6,8,5,1,7,0,0,0,-4.17027523624824e-17,0,0,0,0,2,2,2,3,2,3,3,3,2,5,25,1.65,5,1,1.237751321,10017070
46,1.11,2,5,2.62,4,10,0,0,5,5,5,5,5,5,8,9,5,8,9,1,8,0,0,0,0,0,0,0,0,2,2,2.375,3,3,3,3,2,3,4,25,2,5,1,0.910972798,65000040
48,1,2,2,4,2,2,0,0,10,10,10,5,5,5,10,10,10,10,5,1,10,0,0,0,0,0,0,0,0.00999999999999993,2,2,2,2.45,2,2,2,2,2,3.08,25,2,5,1,1.468958967,10018010
88,1,4.15,6,4,4,8,0,0,9,8,8,6,6,10,8,6,10,7,10,1,8,0,0,0.04,0,0,0,0,0,2,2.34,2.71,3,3,1,3,4,1,1,25,1,1.35,2,1.514623618,65000100
75,1,3,1,4,2,5,0,0,4,5,5,4,3,5,5,2,0,5,5,1,5,1,0,0,0,0,0,1,0,1,1,1,2,1,1,3,1,1,1,25,1.34,2,2,1.693278498,65000040
68.51,1,2,2.85,1,2.89,10,2,0,0,10,10,10,5,5,5,5,5,10,10,1,10,0,0,0,0,0,0,0,0,1,2,1,2,4,4,4,2,1,2,25,2,2,2,3.135340373,63000100
70.35,1,4,3,3,4,10,0,0,8,7,7,8,7,7,8,5,6.47,8,8,1,7,0,0,0,0,0,0,0,0,2,2,1.93,2,2,2,3,2,1,2,25,2,2,2,1.846670124,10004020
79,1,2,2,4,2,10,0,0,10,9.77,10,10,10,9.64,10,9.44,10,10,10,1,10,0,0,0,-4.57966997657877e-17,0,0,0,0,2,2,2.1,2,2,2,3,3,2,6,25,2,2,2,1.478771971,65000170
68,1,2,2,1,4,7,0,0,5,4,5,5,3,5,5.97,8,5,6,6,1,4,0,0,0,0,0,0,0,0,1,1,1,2,2,3,2.95,2.75,1,1.92,25,1,3,2,0.908985019,65000020
63,1,5,2,4,4,8.54,0,0,8,7,8.05,8,8.01,9,8.11,9,8,9,10,1,8.47,0.0299999999999999,0,0,0,0,0,0,0,2,1,2,3,1.73,3,3,2,2,2,47.85,2,3,2,0.799527561,68000070
67,1.08,2,2,3,3,10,0,0,5,5,5.28,5,5,5,5,5,5,5,5,1.18,9,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,1,3,2,25,2,3.31,2.17,0.793833719,65000020
53,1,2,2,3,4,8,0,0,7,7,7,9,7,10,8,8,8,7,7.84,1,8,0.0899999999999999,0,0,0,0,0,0,0,2,1.79,2,2,2,2,3,4,2,2,25,1,4,2,1.403526807,63000010
58,1,4,2,2,4,9,0,0.0599999999999996,10,10,9,10,8,10,8,10,10,10,10,1,10,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,25,2,4,2,0.578109418,65000110
81,1,5,2,2,4,10,0,0,10,10,10,10,10,10,10,10,10,9.72,10,1,10,0,0,0,0.03,0,0,0,0,3,3,3,3,3,3,3,3,3,1,25,1,1,3,1.038844597,48298572.8
80,1,3.78,2,2,4,7,0,0,6,8,8,5,6.46,10,7.68,6.97,7,5,10,1,7,0,0,0,0,0,0,0.13,0,3,2,3,3,3,2,3,3,2,1,25,2,1,3,2.108567569,63000080
73,1,1,2.94,2.81,2,5,0,0,5.49,5.88,6,6,5,6,4,6,0,8,7,1,6,0.0599999999999998,0,0,-5.43662337371131e-17,0,0,0,0,2,2,2,3,1,2,2,3,1,1,25,1,2,3,1.27307764,65000040
76,1,3.54,4,3,4,5,0,0,7.69,7,7.75,6,6.76,8,8,9,8,8,9,1,7.75857142857143,0,0,0,0,0,0,0,0,3,3,3,3.11,2,2,3,3,3,1,25,2,2,3,1.111802656,65000030
71,1.01,3.96,4,3.03,5,10,0,0,8,6,6,8,7,8,8,8,6,8,8,1,6,0.0099999999999998,0,0,0,0,0,0,0,2,1,2,3,3,1,3,3,2,2,25,2,2,3,1.119777158,49403164.4
74,1,3,4,6,2,10,0,0,7,6,10,8,7,8,5,10,5,7,10,1,10,0,0,0,0,0,0,0,0,2,1,1,1,1,1,3,4,1.56,1,25,2,2,3,1.510621622,10017030
66,1,5,4.15,3,2,8,0,0,10,8,8,5,8,8,5,7.14,8,10,5,1,10,0,0,0,0,0,0,0,0,2,2,3,2.64,1,2,2.79,3,2,2,25,2,3,3,0.601118281,68000020
53.36,1,2,3,3.33,3,10,0,0,8,7,5,8,10,10,8,10,5,8,0,1,5,0,0.04,0,0,0,0,0,0,2,2.07666666666667,3,3,1,2,3,2,3,2,25,2,4,3,0.6448312827,65000170
45,1,6,4.21,5,4,10,0,0,8,10,8,8,8,8,8,8,8,8.4,8,1,8,0.0599999999999999,0,0,0,0,0,0,0,2,3,2,3,1,2.49,3,2,2,2,25,2,5,3,0.391256773,65000090
50,1,5,3,2,4,10,0,1.09,7.66,5,10,5,5,3,10,5,6,10,10,1.84,7.68,1,1,0,0,0.0599999999999999,0,0.37,0,1,2,2,2.41,2,2,2,3,4,2,40.1,1,4,1,1.152802002,10007230
52,1,3,5,3,2,9,0,0,6,6,6,4,5.91,7,8,8,6,8,4,1.35,8,0,0,0,0,0,0,0,0,3,3,3,3,3,2,4,3,2,2,25,2,4,1.44,1.09974983755,10007010
41,2,1,4,1,2.34,10,0,0,10,10,10,8,5,6,5,5,5,5,6.37,1,5,0,0,0,0,0.00999999999999978,0,0,0,1.77,2,2,1,2,2.14,2,2.33,2,2,25,1,4.95,1,1.402788537,66000080
83,1.12,6,1,3,2,10,0,0,8,8,8,8,7,8,10,10,8,6,6,1,8,0,1,0,1,0,0,0,0,2,1,1,1,3,2,2,3,2,1,25,1,1,2,1.506788102,10007040
85,2,5,3.49,3,2,10,0,0,10,10,8,8,8,10,5,6,8.16,10,10,1.13,10,0,0,0,0,0,0,0,0,1.86,1.63,1.92,2,2,1,3,3,3,1.85,25,2,1.85,2,1.315906399,46793616.4
71,1,4,2,2,3.27,9,0,0.52,8,8,8,8,5,5,6,8,8,7,8,1,8,0,0,1,0.09,0,0,1,0,2,2,2,3,2,2,3,3,4,1,25,1.46,2,2,1.684518757,10007080
61,2,1,2.775,4,2,8,0,0,6,6,5,7.56,6,8,10,10,5,10,10,1,10,0,0,0,0,0,0,0.17,0,2,2,2,3,3,3,4,4,1,3,25,1,3,2,0.9280638512,66000120
67,1,5,2,2,4,10,0,0,5.3,5,5,3,6,5,5,3,5,5,4,1,10,0,1,0,1,0,0,0,0,3,3,3,3,3,3,3,4,4,2,25,2,3.18,2,0.789727024,10007200
67,1,2,3,2,2,8,2.03,0,6.88,7,7,8,5,8,5,5,6,6,7,1,8,-2.97539770599542e-16,0,0,0,0,0.00999999999999987,0,0,2.75,3,3,3,3,3,3,3,2,2,25,2,3.13,2,0.753281427,10008020
68,1,1,3.16,2.84,2,10,0,0.23,9,8,10,8,7,8,8,8,8,8,6,1,8,0,0,0,0,0,0,0.07,0,3,3,3,3,2.72,3,3,3.01,3,2,25,2,3,2,0.776314962,10009190
65,1,2,6,4,1,5,0,0,10,10,10,10,8,8,8,10,5,10,10,1,8.04,0,0,0,0,0,0,0,0,2,1,2,2,2,1,3,4,2,2,25,2,3,2,0.84128226305,66000080
52,1,2,6,3,4,10,0,0,9,7,7,7,7,8,9,6,8,6,9,1,7.9,0,0.015,0.01,0,0,0,1,0,2,2,2,3,2,3,3.06,3,2.22,2,25,1.84,4,2,0.575118717,10007010
51,1,3,2,3,2,10,0,0,8,8,7,7,7,7,7,7,6,6.89,7.01,1.35,7,0.00999999999999977,0,0,0,0,0,0,0,2.18,2,2,3,2,2,3,3,4,2,25,1.86,4,2,0.777444974,66000170
80,1,2,2,2,2,10,1.63,0,5,8,5,4,5,5,6,8,5,5,8,1,7,0,0,0,0,0,0,0,0,2,2,2,2,1,3,4,3.2,1,1,25,2,1.58,3,1.337407191,66000180
74.02,1,4,2,2,5,10,0,0,10,8,8.16,7.42,5,5,9,10,10,5,9,1,6,0,0,0,0,0.16,0,1,0,3,2,3,3,2,2.8,4,4,2,1,25,1,2,2.4,1.74505392546,10009030
76,1,2,5,5,2,6,3.53,0,6,6,5.9,7,5,6,5,3,5,5,6,1,4,0.00999999999999972,0,0,0,0,0,0,0,3,3,2.79,3,1,3,4,4,2.55,1.18,25,2,1.83,2.8,1.468806658,10005050
